Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
Аграрна партія України,Центральний офіс,Україна,34763401,"м. Київ, пл. Соломʼянська,буд. 2","м. Київ, вул. Васильківська, буд. 37","ПАТ КБ ""ПРИВАТБАНК""МФО 320649 р/р 26009052641121, АТ ""УкрСиббанк"" МФО 351005 р/р 260072639198"
Аграрна партія України,Вінницька обласна організація,Вінницька область,35111112,"Вінницька обл., м. Вінниця, просп. Юності буд. 16","Вінницька обл., м. Вінниця, просп. Юності буд. 16","ПАТ ""Укрсоцбанк"", МФО банку 300023, рахунки №26003000249520, №26051010244664"
Аграрна партія України,Вінницька міська організація,Вінницька область,35054615,"21030, Вінницька обл., м. Вінниця, вул. ЮНОСТІ, буд. 20/73, кв. 210","21030, Вінницька обл., м. Вінниця, вул. ЮНОСТІ, буд. 20/73, кв. 210",
Аграрна партія України,Ленінська районна організація,Вінницька область,35111086,"21027, Вінницька обл., м. Вінниця, просп. ЮНОСТІ, буд. 16","21027, Вінницька обл., м. Вінниця, просп. ЮНОСТІ, буд. 16",
Аграрна партія України,Замостянська районна організація,Вінницька область,35111149,"Вінницька обл., м. Вінниця, просп. Юності буд. 16","Вінницька обл., м. Вінниця, просп. Юності буд. 16",
Аграрна партія України,Жмеринська міська організація,Вінницька область,35097486,"23100, Вінницька обл., м. Жмеринка, вул. Б.ХМЕЛЬНИЦЬКОГО, буд. 19","23100, Вінницька обл., м. Жмеринка, вул. Б.ХМЕЛЬНИЦЬКОГО, буд. 19",
Аграрна партія України,Бершадська районна організація,Вінницька область,35298017,"24400, Вінницька обл., Бершадський р-н., м. Бершадь, вул. РАДЯНСЬКА, буд. 17","24400, Вінницька обл., Бершадський р-н., м. Бершадь, вул. РАДЯНСЬКА, буд. 17","ПАТ""Приват Банк"", МФО банку 302689, рахунок №26005055324212"
Аграрна партія України,Жмеринська районна організація,Вінницька область,37187073,"23100, Вінницька обл., м. Жмеринка, вул. ВЕСНЯНА, буд. 40","23100, Вінницька обл., м. Жмеринка, вул. ВЕСНЯНА, буд. 40",
Аграрна партія України,Іллінецька районна організація,Вінницька область,35041281,"22700, Вінницька обл., Іллінецький р-н., м. Іллінці, вул. ЩОРСА , буд. 2","22700, Вінницька обл., Іллінецький р-н., м. Іллінці, вул. ЩОРСА , буд. 2",
Аграрна партія України,Липовецька районна організація,Вінницька область,34246146,"22500, Вінницька обл., Липовецький р-н., м. Липовець, вул. ЛЕНІНА, буд. 81","22500, Вінницька обл., Липовецький р-н., м. Липовець, вул. ЛЕНІНА, буд. 81",
