Вид нематеріального активу,Назва нематеріального активу,Місцезнаходження обʼєкта,Дата придбання,Вартість придбання,Наявність обтяжень,Дата відчуження,Вартість відчуження майна,Сума доходу (грн),Балансова вартість на кінець звітного періоду (грн),Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",1-С: Підприємство 8,"м. Київ, вул. Турівська, буд. 15",2013-02-01,5760,,,,,0,"Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",1-С: Підприємство 8 (додаткове робоче місце),"м. Київ, вул. Турівська, буд. 13",2013-10-11,1440,,,,,0,"Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",1-С: Підприємство 8 (клієнт- банк),"м. Київ, вул. Турівська, буд. 13",2017-02-20,1560,,,,,598,"Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",1-С: Підприємство 8 (додаткове робоче місце),"м. Київ, вул. Турівська, буд. 13",2017-03-16,7332,,,,,"2932,8","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Газета ""Батьківщина"" Свідоцтво серія ДП № 925",м. Дніпро,2002-03-05,0,,,,,0,"Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",сайт,"м. Київ, вул. Турівська, буд. 15",2018-03-16,"1305,7",,,,,"1131,68","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",домен beauty.net.ua,,,,,,,,72,"Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",домен tymoshenko-2019.соm.ua,,,,,2020-04-30,,,"58,5","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",домен byut.com.ua,,,,,2020-04-30,,,"58,5","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",домен bа.org.ua,,,,,2020-04-30,,,"103,35","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",SSL для домена,,2019-03-25,,,2020-06-27,,,"240,33","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція Windows Professional 10 SNGL OLP NL Legalization GetGenuine wCOA,,2019-02-13,,,2024-02-13,,,"86,87","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція Windows Professional 10 SNGL OLP NL Legalization GetGenuine wCOA_1,,2019-02-13,,,2024-02-13,,,"86,87","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція Windows Professional 10 SNGL OLP NL Legalization GetGenuine wCOA_2,,2019-02-13,,,2024-02-13,,,"86,87","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція Windows Professional 10 SNGL OLP NL Legalization GetGenuine wCOA_3,,2019-02-13,,,2024-02-13,,,"86,87","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція Windows Professional 10 SNGL OLP NL Legalization GetGenuine wCOA_4,,2019-02-13,,,2024-02-13,,,"86,87","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція Office Home and Business 2016 Win AllLng PKLic Onln CEE Only C2R NR Windows Professional 10 SNGL OLP NL Legalization GetGenuine wCOA,,2019-02-13,,,2024-02-13,,,"112,95","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція Office Home and Business 2016 Win AllLng PKLic Onln CEE Only C2R NR Windows Professional 10 SNGL OLP NL Legalization GetGenuine wCOA_1,,2019-02-13,,,2024-02-13,,,"112,95","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція Office Home and Business 2016 Win AllLng PKLic Onln CEE Only C2R NR Windows Professional 10 SNGL OLP NL Legalization GetGenuine wCOA_2,,2019-02-13,,,2024-02-13,,,"112,95","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція Office Home and Business 2016 Win AllLng PKLic Onln CEE Only C2R NR Windows Professional 10 SNGL OLP NL Legalization GetGenuine wCOA_3,,2019-02-13,,,2024-02-13,,,"112,95","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція Office Home and Business 2016 Win AllLng PKLic Onln CEE Only C2R NR Windows Professional 10 SNGL OLP NL Legalization GetGenuine wCOA_4,,2019-02-13,,,2024-02-13,,,"112,95","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція Acrobat Pro DC for teams ALL Multiple Platforms Multi European Languages Team Licensing Subscription New GOV,,2019-02-13,,,2020-02-13,,,"215,95","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція Acrobat Pro DC for teams ALL Multiple Platforms Multi European Languages Team Licensing Subscription New GOV_1,,2019-02-13,,,2020-02-13,,,"215,95","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2020
