Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ЄДИНА ГРОМАДА,Житомирська обласна організація,Житомирська область,44157964,"Житомирська обл., Житомирський р-н, вул. Мацика, буд. 5","Житомирська обл., Житомирський р-н, вул. Мацика, буд. 5",
ЄДИНА ГРОМАДА,Волинська обласна організація,Волинська область,43966045,"Волинська обл., м. Луцьк, вул. Конякіна, буд. 27","Волинська обл., м. Луцьк, вул. Конякіна, буд. 27",
ЄДИНА ГРОМАДА,Дніпропетровська обласна організація,Дніпропетровська область,43739615,"Дніпропетровська обл., м. Дніпро, просп. Слобожанський, буд. 40А","Дніпропетровська обл., м. Дніпро, просп. Слобожанський, буд. 40А",
ЄДИНА ГРОМАДА,Київська обласна організація,Київська область,43656230,"Київська обл., Вишгородський р-н, вул. Кільцева, буд. 2","Київська обл., Вишгородський р-н, вул. Кільцева, буд. 2","ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО АКЦІОНЕРНИЙ БАНК «УКРГАЗБАНК», ЄДРПОУ: 23697280, р/р № UA243204780000026009924892988"
ЄДИНА ГРОМАДА,Луганська обласна організація,Луганська область,44029707,"Луганська обл., м. Сєвєродонецьк, вул. Новікова, буд. 23","Луганська обл., м. Сєвєродонецьк, вул. Новікова, буд. 23",
ЄДИНА ГРОМАДА,Київська міська організація,київ,43654047,"м.. київ, Оболонський, просп. Героїв Сталінграда, буд. 10А","м.. київ, Оболонський, просп. Героїв Сталінграда, буд. 10А",
ЄДИНА ГРОМАДА,Рівненська обласна організація,Рівненська область,44030139,"Рівненська обл., Рівненський р-н, вул. Савура Клима, буд. 12","Рівненська обл., Рівненський р-н, вул. Савура Клима, буд. 12",
ЄДИНА ГРОМАДА,Сумська обласна організація,Сумська область,44170828,"Сумська обл., м. Суми, вул. Заливна, буд. 7","Сумська обл., м. Суми, вул. Заливна, буд. 7",
ЄДИНА ГРОМАДА,Херсонська обласна організація,Херсонська область,44052131,"Херсонська обл., м. Херсон, вул. Бойка, буд. 154А","Херсонська обл., м. Херсон, вул. Бойка, буд. 154А",
ЄДИНА ГРОМАДА,Одеська обласна організація,Одеська область,43995914,"Одеська обл., м. Одеса, Фонтанська дорога, 16/5","Одеська обл., м. Одеса, Фонтанська дорога, 16/5",
ЄДИНА ГРОМАДА,Кіровоградська обласна організація,Кіровоградська область,44504904,"Кіровоградська обл., м. Кропивницький, пров. Дружби, буд. 3","Кіровоградська обл., м. Кропивницький, пров. Дружби, буд. 3",
ЄДИНА ГРОМАДА,Черкаська обласна організація,Черкаська область,44495628,"Черкаська обл., м. Черкаси, вул. Сумгаїтська, буд. 61","Черкаська обл., м. Черкаси, вул. Сумгаїтська, буд. 61",
ЄДИНА ГРОМАДА,Тернопільська обласна організація,Тернопільська область,44055221,"Тернопільська обл., м. Тернопіль, вул. Миру, буд. 5","Тернопільська обл., м. Тернопіль, вул. Миру, буд. 5",
ЄДИНА ГРОМАДА,Донецька обласна організація,Донецька область,43367425,"Донецька обл., м. Маріуполь, просп. Нахімова, буд. 178","Донецька обл., м. Маріуполь, просп. Нахімова, буд. 178",
ЄДИНА ГРОМАДА,Центральний офіс,київ,39928255,"м.. київ, Оболонський, просп. Героїв Сталінграда, буд. 10А","м.. київ, Оболонський, просп. Героїв Сталінграда, буд. 10А","ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО АКЦІОНЕРНИЙ БАНК «УКРГАЗБАНК», ЄДРПОУ: 23697280, р/р № UA363204780000026006924878518"
