Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
НАРОДНО-ДЕМОКРАТИЧНА ПАРТІЯ (НДП),ЛИПОВЕЦЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНО-ДЕМОКРАТИЧНОЇ ПАРТІЇ,Вінницька область,26339457,"Вінницька обл., Вінницький р-н, вул. Свято-Покровська, буд. 26","Вінницька обл., Вінницький р-н, вул. Свято-Покровська, буд. 26",
НАРОДНО-ДЕМОКРАТИЧНА ПАРТІЯ (НДП),ЗАКАРПАТСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ НАРОДНО-ДЕМОКРАТИЧНОЇ ПАРТІЇ (ЗОО НДН),Закарпатська область,22088580,"Закарпатська обл., м. Ужгород, вул. Гойди Юрія, буд. 8","Закарпатська обл., м. Ужгород, вул. Гойди Юрія, буд. 8",
НАРОДНО-ДЕМОКРАТИЧНА ПАРТІЯ (НДП),ЧЕРКАСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ НАРОДНО-ДЕМОКРАТИЧНОЇ ПАРТІЇ,Черкаська область,24412055,"Черкаська обл., м. Черкаси, вул. Благовісна, буд. 269","Черкаська обл., м. Черкаси, вул. Благовісна, буд. 269",
НАРОДНО-ДЕМОКРАТИЧНА ПАРТІЯ (НДП),ІЛЛІНЕЦЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНО - ДЕМОКРАТИЧНОЇ ПАРТІЇ (ІЛЛІНЕЦЬКА РО НДП),Вінницька область,26142520,"Вінницька обл., Вінницький р-н, вул. Незалежності, буд. 20","Вінницька обл., Вінницький р-н, вул. Незалежності, буд. 20",
НАРОДНО-ДЕМОКРАТИЧНА ПАРТІЯ (НДП),ЖМЕРИНСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНО-ДЕМОКРАТИЧНОЇ ПАРТІЇ (ЖРОНДП),Вінницька область,26119514,"Вінницька обл., Жмеринський р-н, вул. Павлова, буд. 11","Вінницька обл., Жмеринський р-н, вул. Павлова, буд. 11",
НАРОДНО-ДЕМОКРАТИЧНА ПАРТІЯ (НДП),ВОЛИНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ НАРОДНО-ДЕМОКРАТИЧНОЇ ПАРТІЇ (ВОО НДП),Волинська область,21749274,"Волинська обл., м. Луцьк, вул. Глушець, буд. 49","Волинська обл., м. Луцьк, вул. Глушець, буд. 49",
НАРОДНО-ДЕМОКРАТИЧНА ПАРТІЯ (НДП),ЖИТОМИРСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ НАРОДНО-ДЕМОКРАТИЧНОЇ ПАРТІЇ,Житомирська область,20419379,"Житомирська обл., м. Житомир, вул. Старовільська, буд. 2","Житомирська обл., м. Житомир, вул. Старовільська, буд. 2",
НАРОДНО-ДЕМОКРАТИЧНА ПАРТІЯ (НДП),ЛУЦЬКА МІСЬКА ОРГАНІЗАЦІЯ НАРОДНО-ДЕМОКРАТИЧНОЇ ПАРТІЇ (ЛМО НДП),Волинська область,25788087,"Волинська обл., Луцький р-н, вул. Грибоєдова, буд. 6","Волинська обл., Луцький р-н, вул. Грибоєдова, буд. 6",
НАРОДНО-ДЕМОКРАТИЧНА ПАРТІЯ (НДП),КУЙБИШЕВСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНО-ДЕМОКРАТИЧНОЇ ПАРТІЇ,Донецька область,25917633,"Донецька обл., м. Донецьк, вул. Артемівська, буд. 379","Донецька обл., м. Донецьк, вул. Артемівська, буд. 379",
НАРОДНО-ДЕМОКРАТИЧНА ПАРТІЯ (НДП),ДОНЕЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ НАРОДНО-ДЕМОКРАТИЧНОЇ ПАРТІЇ (ДОО НДП),Донецька область,24470495,"Донецька обл., м. Донецьк, бульв. Пушкіна, буд. 9","Донецька обл., м. Донецьк, бульв. Пушкіна, буд. 9",
НАРОДНО-ДЕМОКРАТИЧНА ПАРТІЯ (НДП),ЛАДИЖИНСЬКА МІСЬКА ОРГАНІЗАЦІЯ НАРОДНО - ДЕМОКРАТИЧНОЇ ПАРТІЇ,Вінницька область,25962065,"Вінницька обл., Гайсинський р-н, вул. Кравчика Петра, буд. 17А","Вінницька обл., Гайсинський р-н, вул. Кравчика Петра, буд. 17А",
