Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Офіс,"м. Суми, вул. Троїцька, буд. 1",3.7,,01.11.2023,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Офіс,"м. Суми, вул. Бельгійська, буд. 9",24.2,,30.01.2020,,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Офіс,"Івано-Франківська обл., м. Івано-Франківськ, вул. Коновальця, буд. 7 Б",10.0,,01.01.2022,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Офіс,"Івано-Франківська обл., Косівський р-н, м. Косів, вул. Шевченка, буд. 44, корпус А",12.0,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Офіс,"Івано-Франківська обл., Косівський р-н, м. Косів, вул. Шевченка, буд. 44, корпус А",12.0,,01.07.2023,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Офіс,"Запорізька обл., м. Запоріжжя, вул. Космічна, б. 119",10.2,,01.07.2023,8260.96,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Офіс,"Чернігівська обл., Бобровицький р-н, м. Бобровиця, вул. Незалежності, буд. 44",61.55,,01.01.2023,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Офіс,"Чернігівська обл., Куликівський р-н, смт Куликівка, вул. Шевченка, буд. 9А",21.0,,01.01.2023,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Офіс,"Чернігівська обл., Сосницький р-н, смт Сосниця, вул. Лесі Українки, буд. 34",11.7,,01.01.2023,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Нежитлова будівля,"Черкаська обл., м. Черкаси, вул. Шевченка. 150",50.0,,01.07.2019,,Право на безоплатне користування для реєстрації місцезнаходження,,,Фізична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Нежитлова будівля,"Черкаська обл., м. Черкаси, вул. Смілянська, буд. 23, оф. 35",16.0,,01.07.2019,,Право на безоплатне користування для реєстрації місцезнаходження,,,Фізична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Офіс,"м. Львів, вул. І. Франка, буд. 16",113.1,,05.05.2006,17773,Власність,,,Юридична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Офіс,"м. Львів, просп. В. Чорновола, буд. 59",32.8,,17.03.2008,10754,Власність,,,Юридична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Офіс,"м. Львів, вул. І. Франка, буд. 16",96.0,,16.03.2010,110120,Власність,,,Юридична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Офіс,"Львівська обл., м. Червоноград, вул. Сокальська, буд. 16",60.1,,02.09.2021,448386,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Офіс,"м. Дніпро, вул. Михайла Грушевського, буд. 8",98.5,,01.05.2023,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Офіс,"м. Івано-Франківськ, вул. Василіянок, буд. 62А",55.9,,12.10.2018,491979,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Офіс,"м. Івано-Франківськ, вул. Василіянок, буд. 62А, кім. 14",55.3,,01.09.2022,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
Офіс,"Івано-Франківська обл., м. Косів, вул. Шевченка, буд. 44А",12.0,,01.07.2023,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2023-12-31,4,2023
