Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ОСНОВА,ЧЕРКАСЬКА ОБЛАСНА організація,Черкаська область,42615806,"Черкаська обл., м. Черкаси, вул. Дахнівська, буд. 29","Черкаська обл., м. Черкаси, вул. Дахнівська, буд. 29","АТ КБ ""ПриватБанк"", ЄДРПОУ: 14360570, р/р № UA223052990000026004021604967"
ОСНОВА,КАМʼЯНСЬКА МІСЬКА організація,Дніпропетровська область,41637661,"Дніпропетровська обл., м. Камʼянське, просп. Аношкіна, буд. 105","Дніпропетровська обл., м. Камʼянське, просп. Аношкіна, буд. 105","Акціонерне товариство Акціонерний банк ""ПриватБанк"", ЄДРПОУ: 14360570, р/р № UA213052990000026002050293385"
ОСНОВА,ДНІПРОПЕТРОВСЬКА ОБЛАСНА організація,Дніпропетровська область,42495212,"Дніпропетровська обл., м. Дніпро, вул. Глинки, буд. 16","Дніпропетровська обл., м. Дніпро, вул. Глинки, буд. 16","Акціонерне товариство Акціонерний банк ""ПриватБанк"", ЄДРПОУ: 14360570, р/р № UA083052990000026005050316991"
ОСНОВА,ЖИТОМИРСЬКА ОБЛАСНА організація,Житомирська область,41977097,"Житомирська обл., м. Житомир, вул. Велика Бердичівська, буд. 13","Житомирська обл., м. Житомир, вул. Велика Бердичівська, буд. 13","Акціонерне товариство Акціонерний банк ""ПриватБанк"", ЄДРПОУ: 14360570, р/р № UA803052990000026006026407004"
ОСНОВА,ВОЛИНСЬКА ОБЛАСНА організація,Волинська область,44184343,"Волинська обл., м. Луцьк, просп. Перемоги, буд. 11","Волинська обл., м. Луцьк, просп. Перемоги, буд. 11",
ОСНОВА,КИЇВСЬКА ОБЛАСНА організація,Київська область,33226946,"Київська обл., м. Бровари, вул. Київська, буд. 243","Київська обл., м. Бровари, вул. Київська, буд. 243",
ОСНОВА,КИЇВСЬКА МІСЬКА організація,київ,33226930,"м.. київ, Подільський, вул. Борисоглібська, буд. 6","м.. київ, Подільський, вул. Борисоглібська, буд. 6",
ОСНОВА,ПОЛТАВСЬКА ОБЛАСНА організація,Полтавська область,33377133,"Полтавська обл., м. Полтава, вул. Миру, буд. 9","Полтавська обл., м. Полтава, вул. Миру, буд. 9",
ОСНОВА,ХАРКІВСЬКА МІСЬКА організація,Харківська область,33481780,"Харківська обл., м. Харків, вул. Чернишевська, буд. 15","Харківська обл., м. Харків, вул. Чернишевська, буд. 15",
ОСНОВА,ХАРКІВСЬКА ОБЛАСНА організація,Харківська область,34017970,"Харківська обл., м. Харків, вул. Чернишевська, буд. 15","Харківська обл., м. Харків, вул. Чернишевська, буд. 15",
