Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ДИНАМО,ХМЕЛЬНИЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКІ СОЦІАЛ-ДЕМОКРАТИ,Хмельницька область,35172971,"Хмельницька обл., Хмельницький р-н, вул. Короленка, буд. 105","Хмельницька обл., Хмельницький р-н, вул. Короленка, буд. 105",
ДИНАМО,ЧЕРНІГІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКІ СОЦІАЛ-ДЕМОКРАТИ,Чернігівська область,35029725,"Чернігівська обл., м. Чернігів, вул. Павлова академіка, буд. 15","Чернігівська обл., м. Чернігів, вул. Павлова академіка, буд. 15",
ДИНАМО,КЕРЧЕНСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКІ СОЦІАЛ-ДЕМОКРАТИ,Автономна республіка крим,35494110,"Автономна республіка крим, м. Керч, вул. Войкова, буд. 17","Автономна республіка крим, м. Керч, вул. Войкова, буд. 17",
ДИНАМО,ПЕРВОМАЙСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКІ СОЦІАЛ-ДЕМОКРАТИ,Автономна республіка крим,35494367,"Автономна республіка крим, Первомайський р-н, вул. Інтернаціональна, буд. 6","Автономна республіка крим, Первомайський р-н, вул. Інтернаціональна, буд. 6",
ДИНАМО,ПОЛТАВСЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКІ СОЦІАЛ -ДЕМОКРАТИ,Полтавська область,34401580,"Полтавська обл., Миргородський р-н, вул. Жовтнева, буд. 44","Полтавська обл., Миргородський р-н, вул. Жовтнева, буд. 44",
ДИНАМО,КІЦМАНСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКІ СОЦІАЛ-ДЕМОКРАТИ,Чернівецька область,35541516,"Чернівецька обл., Чернівецький р-н, вул. Пушкіна, буд. 8А","Чернівецька обл., Чернівецький р-н, вул. Пушкіна, буд. 8А",
ДИНАМО,РІВНЕНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКІ СОЦІАЛ-ДЕМОКРАТИ,Рівненська область,35440290,"Рівненська обл., Рівненський р-н, вул. Чернишова, буд. 9","Рівненська обл., Рівненський р-н, вул. Чернишова, буд. 9",
ДИНАМО,ХАРКІВСЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКІ СОЦІАЛ-ДЕМОКРАТИ,Харківська область,35245651,"Харківська обл., м. Харків, вул. Свободи, буд. 26","Харківська обл., м. Харків, вул. Свободи, буд. 26",
ДИНАМО,БІЛОГІРСЬКА МІСЬКА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКІ СОЦІАЛ-ДЕМОКРАТИ,Автономна республіка крим,35618562,"Автономна республіка крим, Білогірський р-н, вул. Жуковського, буд. 36/1","Автономна республіка крим, Білогірський р-н, вул. Жуковського, буд. 36/1",
ДИНАМО,АЛУШТИНСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКІ СОЦІАЛ-ДЕМОКРАТИ,Автономна республіка крим,35443066,"Автономна республіка крим, м. Алушта, вул. Ювілейна, буд. 16","Автономна республіка крим, м. Алушта, вул. Ювілейна, буд. 16",
ДИНАМО,БІЛОГІРСЬКА РАЙОННА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇУКРАЇНСЬКІ СОЦІАЛ-ДЕМОКРАТИ,Автономна республіка крим,35494105,"Автономна республіка крим, Білогірський р-н, вул. Котельникова, буд. 11","Автономна республіка крим, Білогірський р-н, вул. Котельникова, буд. 11",
ДИНАМО,СОВЄТСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКІ СОЦІАЛ-ДЕМОКРАТИ,Автономна республіка крим,35494330,"Автономна республіка крим, Совєтський р-н, вул. Степова, буд. 3","Автономна республіка крим, Совєтський р-н, вул. Степова, буд. 3",
ДИНАМО,КІРОВОГРАДСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКІ СОЦІАЛ-ДЕМОКРАТИ,Кіровоградська область,35192830,"Кіровоградська обл., м. Кропивницький, пров. Спаський, буд. 23","Кіровоградська обл., м. Кропивницький, пров. Спаський, буд. 23",
ДИНАМО,ОДЕСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКІ СОЦІАЛ-ДЕМОКРАТИ,Одеська область,37009543,"Одеська обл., м. Одеса, вул. Заболотного академіка, буд. 59","Одеська обл., м. Одеса, вул. Заболотного академіка, буд. 59",
