Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Офіс,30200 Хмельницька область Шепетівський район селище міського типу Білогіря вулиця Шевченка будинок 52,8.0,,22.01.2018,55581,Оренда,Білогірська селищна рада,04403143,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,2024-06-30,2,2024
Офіс,32000 Хмельницька область Хмельницький район місто Городок вулиця Грушевського будинок 59,30.1,,31.12.2019,72844,Оренда,"Відділ культури, національностей, релігій та туризму Городоцької міської ради",41945568,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,2024-06-30,2,2024
Офіс,32400 Хмельницька область Камянець Подільський район місто Дунаївці вулиця Красінських будинок 10,9.8,,29.04.2018,,Оренда,Управління культури та туризму Дунаєвецької міської ради,42732053,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,2024-06-30,2,2024
Офіс,32305 Хмельницька область Камянець Подільський район місто Камянець Подільський вулиця Хмельницьке шосе будинок 11,10.0,,04.01.2021,0,Оренда,"Товариство з обмеженою відповідальністю ""Епіцентр Н""",37963209,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,2024-06-30,2,2024
Офіс,32305 Хмельницька область Камянець Подільський район селище міського типу Чемерівці вулиця Центральна будинок 53,15.0,,02.04.2018,99405,Оренда,Чемеровецька селищна рада,04403930,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,2024-06-30,2,2024
Офіс,29017 Хмельницька область Хмельницький район місто Хмельницький вулиця Зарічанська будинок 11/4,10.0,,01.01.2024,,Оренда,"Товариство з обмеженою відповідальністю ""Епіцентр Н""",37963209,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,2024-06-30,2,2024
Офіс,32000 Хмельницька область Хмельницький район місто Городок провулок Ванагса Ксьондза будинок 17,6.0,,02.01.2024,,Оренда,"Товариство з обмеженою відповідальністю ""Агрохолдинг 2012""",40028765,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,2024-06-30,2,2024
Офіс,30400 Хмельницька область Шепетівський район місто Шепетівка вулицяТитова будинок 1Д,10.0,,01.09.2020,,Оренда,"Товариство з обмеженою відповідальністю ""Лотівка Еліт""",32678215,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,2024-06-30,2,2024
Офіс,30200 Хмельницька область Шепетівський район селище міського типу Білогіря вулиця Шевченка будинок 52,8.0,,22.01.2018,55581,Оренда,Білогірська селищна рада,04403143,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,2024-09-30,3,2024
Офіс,32000 Хмельницька область Хмельницький район місто Городок вулиця Грушевського будинок 59,30.1,,31.12.2019,72844,Оренда,"Відділ культури, національностей, релігій та туризму Городоцької міської ради",41945568,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,2024-09-30,3,2024
Офіс,32400 Хмельницька область Камянець Подільський район місто Дунаївці вулиця Красінських будинок 10,9.8,,29.04.2018,,Оренда,Управління культури та туризму Дунаєвецької міської ради,42732053,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,2024-09-30,3,2024
Офіс,32305 Хмельницька область Камянець Подільський район місто Камянець Подільський вулиця Хмельницьке шосе будинок 11,10.0,,04.01.2021,0,Оренда,"Товариство з обмеженою відповідальністю ""Епіцентр Н""",37963209,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,2024-09-30,3,2024
Офіс,32305 Хмельницька область Камянець Подільський район селище міського типу Чемерівці вулиця Центральна будинок 53,15.0,,02.04.2018,99405,Оренда,Чемеровецька селищна рада,04403930,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,2024-09-30,3,2024
Офіс,29017 Хмельницька область Хмельницький район місто Хмельницький вулиця Зарічанська будинок 11/4,10.0,,01.01.2024,,Оренда,"Товариство з обмеженою відповідальністю ""Епіцентр Н""",37963209,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,2024-09-30,3,2024
Офіс,32000 Хмельницька область Хмельницький район місто Городок провулок Ванагса Ксьондза будинок 17,6.0,,02.01.2024,,Оренда,"Товариство з обмеженою відповідальністю ""Агрохолдинг 2012""",40028765,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,2024-09-30,3,2024
Офіс,30400 Хмельницька область Шепетівський район місто Шепетівка вулиця Сірка Івана будинок 1Д,10.0,,01.09.2020,,Оренда,"Товариство з обмеженою відповідальністю ""Лотівка Еліт""",32678215,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,2024-09-30,3,2024
