Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
НАРОДНА РАДА,КРЕМЕНЧУЦЬКА МІСЬКА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ КОЗАЦЬКА УКРАЇНСЬКА ПАРТІЯ,Полтавська область,36194980,"Полтавська обл., м. Кременчук, вул. Суворова, буд. 44","Полтавська обл., м. Кременчук, вул. Суворова, буд. 44",
НАРОДНА РАДА,СТАВИЩЕНСЬКА РАЙОННА У КИЇВСЬКІЙ ОБЛАСТІ ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ КОЗАЦЬКА УКРАЇНСЬКА ПАРТІЯ,Київська область,36403181,"Київська обл., Білоцерківський р-н, вул. Березняківська, буд. 7/1","Київська обл., Білоцерківський р-н, вул. Березняківська, буд. 7/1",
НАРОДНА РАДА,СУМСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ НАРОДНА,Сумська область,45086397,"Сумська обл., м. Суми, вул. Ващенка Григорія, буд. 14","Сумська обл., м. Суми, вул. Ващенка Григорія, буд. 14",
НАРОДНА РАДА,МІСЦЕВА МІСЬКА У МІСТІ ЄВПАТОРІЇ ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ КОЗАЦЬКА УКРАЇНСЬКА ПАРТІЯ,Автономна республіка крим,36430959,"Автономна республіка крим, м. Євпаторія, вул. Тімірязєва, буд. 27","Автономна республіка крим, м. Євпаторія, вул. Тімірязєва, буд. 27",
НАРОДНА РАДА,ДНІПРОПЕТРОВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ КОЗАЦЬКА УКРАЇНСЬКА ПАРТІЯ,Дніпропетровська область,37004545,"Дніпропетровська обл., м. Дніпро, вул. 1 Травня, буд. 1","Дніпропетровська обл., м. Дніпро, вул. 1 Травня, буд. 1",
НАРОДНА РАДА,ЗАПОРІЗЬКА РЕГІОНАЛЬНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ КОЗАЦЬКА УКРАЇНСЬКА ПАРТІЯ,Запорізька область,36163879,"Запорізька обл., м. Запоріжжя, вул. Портова, буд. 2","Запорізька обл., м. Запоріжжя, вул. Портова, буд. 2",
НАРОДНА РАДА,БАХЧИСАРАЙСЬКА МІСЦЕВА РАЙОННА У АР КРИМ ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ КОЗАЦЬКА УКРАЇНСЬКА ПАРТІЯ,Автономна республіка крим,36101173,"Автономна республіка крим, Бахчисарайський р-н, вул. Суворова, буд. 6","Автономна республіка крим, Бахчисарайський р-н, вул. Суворова, буд. 6",
НАРОДНА РАДА,ОЧАКІВСЬКА РАЙОННА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ КОЗАЦЬКА УКРАЇНСЬКА ПАРТІЯ,Миколаївська область,36421897,"Миколаївська обл., Баштанський р-н, вул. Шкільна, буд. 2","Миколаївська обл., Баштанський р-н, вул. Шкільна, буд. 2",
НАРОДНА РАДА,ХМЕЛЬНИЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ НАРОДНА,Хмельницька область,45003703,"Хмельницька обл., Шепетівський р-н, вул. Горинська, буд. 27","Хмельницька обл., Шепетівський р-н, вул. Горинська, буд. 27",
НАРОДНА РАДА,ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКА МІСЬКА У КИЇВСЬКІЙ ОБЛАСТІ ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ КОЗАЦЬКА УКРАЇНСЬКА ПАРТІЯ,Київська область,36870370,"Київська обл., Бориспільський р-н, вул. Лагерна, буд. 7","Київська обл., Бориспільський р-н, вул. Лагерна, буд. 7",
НАРОДНА РАДА,СВЯТОШИНСЬКА РАЙОННА У М. КИЄВІ ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ КОЗАЦЬКА УКРАЇНСЬКА ПАРТІЯ /,київ,37013371,"м.. київ, Святошинський, вул. Доброхотова Академіка, буд. 15","м.. київ, Святошинський, вул. Доброхотова Академіка, буд. 15",
НАРОДНА РАДА,ТЕТІЇВСЬКА РАЙОННА У КИЇВСЬКІЙ ОБЛАСТІ ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ КОЗАЦЬКА УКРАЇНСЬКА ПАРТІЯ /,Вінницька область,36178911,"Вінницька обл., Хмільницький р-н, вул. Польова, буд. 27","Вінницька обл., Хмільницький р-н, вул. Польова, буд. 27",
НАРОДНА РАДА,МІСЦЕВА МІСЬКА У МІСТІ БУЧА КИЇВСЬКОЇ ОБЛАСТІ ПАРТІЙНОЇ ОРГАНІЗАЦІЇ ПОЛІТИЧНОЇ ПАРТІЇ КОЗАЦЬКА УКРАЇНСЬКА ПАРТІЯ,Київська область,36170425,"Київська обл., Бучанський р-н, вул. Вокзальна, буд. 71","Київська обл., Бучанський р-н, вул. Вокзальна, буд. 71",
НАРОДНА РАДА,МІСЬКА У МІСТІ ІРПІНЬ КИЇВСЬКОЇ ОБЛАСТІ ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ КОЗАЦЬКА УКРАЇНСЬКА ПАРТІЯ,Київська область,36382759,"Київська обл., Бучанський р-н, вул. Джерельна, буд. 158","Київська обл., Бучанський р-н, вул. Джерельна, буд. 158",
НАРОДНА РАДА,ОБУХІВСЬКА РАЙОННА У КИЇВСЬКІЙ ОБЛАСТІ ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ КОЗАЦЬКА УКРАЇНСЬКА ПАРТІЯ,Київська область,36348854,"Київська обл., Обухівський р-н, вул. Соснова, буд. 1","Київська обл., Обухівський р-н, вул. Соснова, буд. 1",
НАРОДНА РАДА,ЗАСТАВНІВСЬКА РАЙОННА У ЧЕРНІВЕЦЬКІЙ ОБЛАСТІ ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ  КОЗАЦЬКА УКРАЇНСЬКА ПАРТІЯ,Чернівецька область,36752014,"Чернівецька обл., Чернівецький р-н, вул. Незалежності, буд. 100","Чернівецька обл., Чернівецький р-н, вул. Незалежності, буд. 100",
НАРОДНА РАДА,АЛЧЕВСЬКА МІСЬКА У ЛУГАНСЬКІЙ ОБЛАСТІ ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ КОЗАЦЬКА УКРАЇНСЬКА ПАРТІЯ,Луганська область,37612138,"Луганська обл., Алчевський р-н, вул. Чапаєва, буд. 80","Луганська обл., Алчевський р-н, вул. Чапаєва, буд. 80",
