Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ПАРТІЯ СОЦІАЛЬНОГО ЗАХИСТУ,ЧЕРНІГІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ НАРОДНОЇ ПАРТІЇ ВКЛАДНИКІВ ТА СОЦІАЛЬНОГО ЗАХИСТУ,Чернігівська область,26091448,"Чернігівська обл., м. Чернігів, вул. Механізаторів, буд. 6","Чернігівська обл., м. Чернігів, вул. Механізаторів, буд. 6",
ПАРТІЯ СОЦІАЛЬНОГО ЗАХИСТУ,АЛУШТИНСЬКА МІСЬКА ПАРТІЙНА ОРГАНІЗАЦІЯ НАРОДНОЇ ПАРТІЇ ВКЛАДНИКІВ ТА СОЦІАЛЬНОГО ЗАХИСТУ,Автономна республіка крим,36703826,"Автономна республіка крим, м. Алушта, вул. 15-го Квітня, буд. 35","Автономна республіка крим, м. Алушта, вул. 15-го Квітня, буд. 35",
ПАРТІЯ СОЦІАЛЬНОГО ЗАХИСТУ,НОВОСАНЖАРСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОЇ ПАРТІЇ ВКЛАДНИКІВ ТА СОЦІАЛЬНОГО ЗАХИСТУ,Полтавська область,38549764,"Полтавська обл., Полтавський р-н, вул. Польова, буд. 1","Полтавська обл., Полтавський р-н, вул. Польова, буд. 1",
ПАРТІЯ СОЦІАЛЬНОГО ЗАХИСТУ,МИКОЛАЇВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ НАРОДНОЇ ПАРТІЇ ВКЛАДНИКІВ ТА СОЦІАЛЬНОГО ЗАХИСТУ,Миколаївська область,26446147,"Миколаївська обл., м. Миколаїв, вул. Крилова, буд. 12/2","Миколаївська обл., м. Миколаїв, вул. Крилова, буд. 12/2",
ПАРТІЯ СОЦІАЛЬНОГО ЗАХИСТУ,ДОНЕЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ НАРОДНОЇ ПАРТІЇ ВКЛАДНИКІВ ТА СОЦІАЛЬНОГО ЗАХИСТУ,Донецька область,26019267,"Донецька обл., м. Маріуполь, Пулківський проїзд, 1","Донецька обл., м. Маріуполь, Пулківський проїзд, 1",
ПАРТІЯ СОЦІАЛЬНОГО ЗАХИСТУ,ХМЕЛЬНИЦЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ НАРОДНОЇ ПАРТІЇ ВКЛАДНИКІВ ТА СОЦІАЛЬНОГО ЗАХИСТУ,Хмельницька область,26094211,"Хмельницька обл., Хмельницький р-н, вул. Гагаріна, буд. 9","Хмельницька обл., Хмельницький р-н, вул. Гагаріна, буд. 9",
ПАРТІЯ СОЦІАЛЬНОГО ЗАХИСТУ,БУСЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНА ПАРТІЯ ВКЛАДНИКІВ ТА СОЦІАЛЬНОГО ЗАХИСТУ,Львівська область,26126939,"Львівська обл., Золочівський р-н, вул. Польна, буд. 54","Львівська обл., Золочівський р-н, вул. Польна, буд. 54",
ПАРТІЯ СОЦІАЛЬНОГО ЗАХИСТУ,РIВНЕНСЬКА ОБЛАСНА ПАРТIЙНА ОРГАНIЗАЦIЯ НАРОДНОЇ ПАРТIЇ ВКЛАДНИКIВ ТА СОЦIАЛЬНОГО ЗАХИСТУ,Рівненська область,25949515,"Рівненська обл., Рівненський р-н, вул. Шухевича Романа, буд. 25","Рівненська обл., Рівненський р-н, вул. Шухевича Романа, буд. 25",
ПАРТІЯ СОЦІАЛЬНОГО ЗАХИСТУ,БАХМАЦЬКА РАЙОННА ОРГАНІЗАЦІЯ НАРОДНОЇ ПАРТІЇ ВКЛАДНИКІВ ТА СОЦІАЛЬНОГО ЗАХИСТУ,Чернігівська область,26152233,"Чернігівська обл., Ніжинський р-н, вул. Тиницька, буд. 94","Чернігівська обл., Ніжинський р-н, вул. Тиницька, буд. 94",
ПАРТІЯ СОЦІАЛЬНОГО ЗАХИСТУ,ЗАПОРІЗЬКА ОБЛАСНА ОРГАНІЗАЦІЯ НАРОДНОЇ ПАРТІЇ ВКЛАДНИКІВ ТА СОЦІАЛЬНОГО ЗАХИСТУ,Запорізька область,26122812,"Запорізька обл., м. Запоріжжя, вул. Поштова, буд. 159А","Запорізька обл., м. Запоріжжя, вул. Поштова, буд. 159А",
