Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ДОВІРЯЙ ДІЛАМ,У ЧЕРНІГІВСЬКІЙ ОБЛАСТІ організація,Чернігівська область,36570972,"Чернігівська обл., Ніжинський р-н, вул. Амосова академіка, буд. 17","Чернігівська обл., Ніжинський р-н, вул. Амосова академіка, буд. 17",
ДОВІРЯЙ ДІЛАМ,В ЛЬВІВСЬКІЙ ОБЛАСТІ організація,Львівська область,36312200,"Львівська обл., Львівський р-н, вул. Лесі Українки, буд. 70","Львівська обл., Львівський р-н, вул. Лесі Українки, буд. 70",
ДОВІРЯЙ ДІЛАМ,ТЕПЛОДАРСЬКА МІСЬКА організація,Одеська область,39965653,"Одеська обл., Одеський р-н, вул. Піонерна, буд. 7","Одеська обл., Одеський р-н, вул. Піонерна, буд. 7",
ДОВІРЯЙ ДІЛАМ,в Одеській області організація,Одеська область,39960702,"Одеська обл., Лиманський р-н, вул. Уютна, буд. 1","Одеська обл., Лиманський р-н, вул. Уютна, буд. 1",
ДОВІРЯЙ ДІЛАМ,БІЛЯЇВСЬКА МІСЬКА організація В ОДЕСЬКІЙ ОБЛАСТІ,Одеська область,39965695,"Одеська обл., Одеський р-н, вул. Виноградна, буд. 404 Б","Одеська обл., Одеський р-н, вул. Виноградна, буд. 404 Б","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA733287040000026006054322866"
ДОВІРЯЙ ДІЛАМ,в Закарпатській області організація,Закарпатська область,35897077,"Закарпатська обл., Рахівський р-н, вул. Будівельна, буд. 12","Закарпатська обл., Рахівський р-н, вул. Будівельна, буд. 12",
ДОВІРЯЙ ДІЛАМ,в Київській області організація,Київська область,26078614,"Київська обл., м. Переяслав-Хмельницький, вул. Гаяринська, буд. 79","Київська обл., м. Переяслав-Хмельницький, вул. Гаяринська, буд. 79",
ДОВІРЯЙ ДІЛАМ,Южненська міська організація,Одеська область,39992488,"Одеська обл., Одеський р-н, просп. Миру, буд. 23","Одеська обл., Одеський р-н, просп. Миру, буд. 23",
ДОВІРЯЙ ДІЛАМ,Подільська районна організація в Одеській області,Одеська область,43743113,"Одеська обл., м. Одеса, пров. Магнітогорський, буд. 1","Одеська обл., м. Одеса, пров. Магнітогорський, буд. 1",
ДОВІРЯЙ ДІЛАМ,Роздільнянська районна організація в Одеській області,Одеська область,40012561,"Одеська обл., Роздільнянський р-н, вул. Новоселів, буд. 59","Одеська обл., Роздільнянський р-н, вул. Новоселів, буд. 59",
