Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ПАРТІЯ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,МИКОЛАЇВСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПАРТІЇ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,Львівська область,33957956,"Львівська обл., Стрийський р-н, вул. Долішнівка, буд. 14","Львівська обл., Стрийський р-н, вул. Долішнівка, буд. 14",
ПАРТІЯ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,БУЧАНСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПАРТІЇ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,Київська область,36826997,"Київська обл., Бучанський р-н, вул. Яблунська, буд. 132","Київська обл., Бучанський р-н, вул. Яблунська, буд. 132",
ПАРТІЯ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,СУМСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПАРТІЇ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,Сумська область,24000571,"Сумська обл., Конотопський р-н, вул. Лісового, буд. 44","Сумська обл., Конотопський р-н, вул. Лісового, буд. 44",
ПАРТІЯ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,БЕРЕЗНІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПАРТІЇ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,Рівненська область,34111829,"Рівненська обл., Рівненський р-н, вул. Чорновола В., буд. 5","Рівненська обл., Рівненський р-н, вул. Чорновола В., буд. 5",
ПАРТІЯ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,БРОДІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ ХРИСТИЯНСЬКО- ДЕМОКРАТИЧНИЙ СОЮЗ,Львівська область,34005843,"Львівська обл., Золочівський р-н, вул. Бічна, буд. 1","Львівська обл., Золочівський р-н, вул. Бічна, буд. 1",
ПАРТІЯ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,КИЇВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПАРТІЇ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,київ,33643288,"м.. київ, Шевченківський, вул. Хмельницького Богдана (Шевченківський р-н, ), 3а","м.. київ, Шевченківський, вул. Хмельницького Богдана (Шевченківський р-н, ), 3а",
ПАРТІЯ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,БІЛОПІЛЬСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПАРТІЇ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,Сумська область,37158351,"Сумська обл., Сумський р-н, вул. Сумська, буд. 29","Сумська обл., Сумський р-н, вул. Сумська, буд. 29",
ПАРТІЯ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,МИКОЛАЇВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПАРТІЇ  ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,Миколаївська область,33133176,"Миколаївська обл., м. Миколаїв, вул. Потьомкінська, буд. 17/5","Миколаївська обл., м. Миколаїв, вул. Потьомкінська, буд. 17/5",
ПАРТІЯ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,МОСТИСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПАРТІЇ ХРИСТИЯНСЬКО - ДЕМОКРАТИЧНИЙ СОЮЗ,Львівська область,37136043,"Львівська обл., Яворівський р-н, вул. Січова, буд. 1","Львівська обл., Яворівський р-н, вул. Січова, буд. 1",
ПАРТІЯ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,ОДЕСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПАРТІЇ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,Одеська область,25053032,"Одеська обл., м. Одеса, пров. Волзький, буд. 22","Одеська обл., м. Одеса, пров. Волзький, буд. 22",
ПАРТІЯ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,ЛЬВІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПАРТІЇ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,Львівська область,26057434,"Львівська обл., м. Львів, вул. Хімічна, буд. 20","Львівська обл., м. Львів, вул. Хімічна, буд. 20",
ПАРТІЯ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,НОВОУШИЦЬКА РАЙОННА ОРГАНІЗАЦІЯ ПАРТІЇ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,Хмельницька область,35029133,"Хмельницька обл., Камʼянець-Подільський р-н, вул. Українська, буд. 32","Хмельницька обл., Камʼянець-Подільський р-н, вул. Українська, буд. 32",
ПАРТІЯ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,ХЕРСОНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПАРТІЇ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,Херсонська область,26518361,"Херсонська обл., м. Херсон, вул. Гмирьова, буд. 26","Херсонська обл., м. Херсон, вул. Гмирьова, буд. 26",
ПАРТІЯ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,КОВЕЛЬСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПАРТІЇ ХРИСТИЯНСЬКО-ДЕМОКРАТИЧНИЙ СОЮЗ,Волинська область,35494655,"Волинська обл., Ковельський р-н, вул. Шевченка Тараса, буд. 9","Волинська обл., Ковельський р-н, вул. Шевченка Тараса, буд. 9",
