Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Нежитлова будівля,"Хмельницька обл., м. Хмельницький, вул. Соборна, б. 34",94.11,,25.08.2020,865841.65,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-03-31,1,2021
Офіс,"Миколаївська обл., м. Миколаїв, вул. Сінна буд. 42",87.9,,10.02.2021,2000000,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-03-31,1,2021
Офіс,"м. Рівне, вул. Соборна, буд. 67",70.0,,01.01.2021,,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-03-31,1,2021
Офіс,"м. Житомир, вул. Мала Бердичівська, буд. 16А",76.0,,08.07.2020,233880,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-03-31,1,2021
Офіс,"Житомирська обл., Житомирський р-н, с. Березина, вул. Промислова, буд. 9",30.0,,01.08.2020,4000,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-03-31,1,2021
Офіс,"Житомирська обл., Пулинський р-н, смт Пулини, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, буд. 95",25.0,,01.08.2020,100000,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-03-31,1,2021
Офіс,"Житомирська обл., м. Ружин, вул. О. Бурди, буд. 70",80.0,,01.08.2020,1032407.23,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-03-31,1,2021
Офіс,"Кіровоградська обл., м. Кропивницький, вул. Верхня Биковська, буд. 56",50.0,,01.08.2020,,Безоплатне користування,,,Фізична особа,ЗА МАЙБУТНЄ,2021-03-31,1,2021
Офіс,"Запорізька обл., м. Запоріжжя, вул. Космічна, буд. 119, офісне приміщення № 54",9.9,,31.03.2021,0,"майно, що перебуває на праві користування політичної партії",,,Юридична особа,ЗА МАЙБУТНЄ,2021-03-31,1,2021
Офіс,"м. Харків, вул. Мироносицька, буд. 17",63.0,,01.01.2021,0,Договір оренди від 01.12.2020р.,,,Фізична особа,ЗА МАЙБУТНЄ,2021-03-31,1,2021
Квартира,"Львівська обл., м. Львів, вул. Дорошенка б. 32, кв. 4",60.6,,09.12.2020,1400000,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-03-31,1,2021
Офіс,м. Тернопіль вул. Б. Хмельницького 11 А,232.9,,01.02.2021,5000,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-03-31,1,2021
Офіс,"м. Суми вул. Воскресенська, буд. 7",139.8,,01.08.2020,0,внесок,,,Фізична особа,ЗА МАЙБУТНЄ,2021-03-31,1,2021
Офіс,"Волинська обл., м. Луцьк, вул. Електроапаратна, буд. 3",6.2,*,01.01.2021,4278.92,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-03-31,1,2021
Офіс,"м. Київ, вул. Ірининська, буд. 5/24 (3-й поверх)",682.56,,12.06.2020,,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-03-31,1,2021
Офіс,"м. Київ, вул. Ірининська, буд. 5/24 (2-й поверх)",394.4,,15.09.2020,,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-03-31,1,2021
Складське приміщення,"м. Київ, вул. Ушинського, буд. 40",55.0,,01.11.2020,,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-03-31,1,2021
Офіс,"м. Рівне, вул. Соборна, буд. 67",70.0,,01.01.2021,,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-12-31,4,2021
Офіс,"Кіровоградська обл., м. Кропивницький, вул. Верхня Биковська, буд. 56",50.0,,01.08.2020,,Безоплатне користування,,,Фізична особа,ЗА МАЙБУТНЄ,2021-12-31,4,2021
Офіс,"Миколаївська обл., м. Миколаїв, вул. Сінна 42",87.9,,10.02.2021,2000000,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-12-31,4,2021
Офіс,"м. Миколаїв, пр. Центральний 93Д, оф. 601",55.0,,12.10.2021,16600,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-12-31,4,2021
Офіс,м. Тернопіль вул. Б. Хмельницького 11А,232.9,,01.01.2021,5000,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-12-31,4,2021
Офіс,"вул. В. Липківського, буд. 57, м. Липовець, Вінницький р-н, Вінницька обл.",20.0,,01.05.2021,,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-12-31,4,2021
Офіс,"вул. В. Липківського, буд. 63, м. Липовець, Вінницький р-н, Вінницька обл.",12.0,,01.10.2021,0,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-12-31,4,2021
Офіс,"м. Суми вул. Воскресенська, буд. 7",139.8,,01.08.2020,,внесок,,,Фізична особа,ЗА МАЙБУТНЄ,2021-12-31,4,2021
Нежитлова будівля,"м. Хмельницький, вул. Соборна, буд. 34",94.11,,25.08.2020,865841.65,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-12-31,4,2021
Офіс,м. Херсон вул. Торгова б. 37оф. 100,32.0,,01.09.2021,6000,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-12-31,4,2021
Офіс,"м. Запоріжжя, вул. Космічна 119, приміщення 54",9.9,,01.08.2020,0,Безоплатне користування,,,Юридична особа,ЗА МАЙБУТНЄ,2021-12-31,4,2021
Офіс,"м. Одеса, вул. Велика Арнаутська, буд. 31, кв. 2А",39.6,,01.07.2021,285000,Суборенда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-12-31,4,2021
Офіс,"Волинська обл., м. Луцьк, вул. Електроапаратна, буд. 3",6.2,*,01.01.2021,4278.92,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-12-31,4,2021
Офіс,"м. Київ, вул. Ірининська, буд. 5/24 (2-й поверх)",682.56,,12.06.2020,0,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-12-31,4,2021
Офіс,"м. Київ, вул. Ірининська, буд. 5/24 (3-й поверх)",394.4,,15.09.2020,0,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-12-31,4,2021
Складське приміщення,"м. Київ, вул. Ушинського, буд. 40",55.0,,01.11.2020,0,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-12-31,4,2021
Складське приміщення,"Київська обл., Бучанський р-н, с. Петропавлівська Борщагівка, вул. Велика Кільцева, буд. 4А",216.0,,01.10.2021,2916000,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-12-31,4,2021
Офіс,"Миколаївська обл., м. Миколаїв, вул. Сінна 42",87.9,,10.02.2021,2000000,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-09-30,3,2021
Офіс,"Кіровоградська обл., м. Кропивницький, вул. Верхня Биковська, буд. 56",50.0,,01.08.2020,,Безоплатне користування,,,Фізична особа,ЗА МАЙБУТНЄ,2021-09-30,3,2021
Офіс,"м. Запоріжжя, вул. Космічна 119, приміщення 54",9.9,,01.08.2020,0,Безоплатне користування,,,Юридична особа,ЗА МАЙБУТНЄ,2021-09-30,3,2021
Офіс,"м. Рівне, вул. Соборна, буд. 67",70.0,,01.01.2021,,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-09-30,3,2021
Нежитлова будівля,"м. Хмельницький, вул. Соборна, буд. 34",94.11,,25.08.2020,865841.65,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-09-30,3,2021
Офіс,м. Тернопіль вул. Б Хмельницького 11А,232.9,,01.01.2021,5000,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-09-30,3,2021
Квартира,"Львівська обл., м. Львів, вул. Дорошенка б. 32, кв. 4",60.6,,09.12.2020,1400000,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-09-30,3,2021
Офіс,м. Херсон вул. Торгова оф. 100,32.0,,01.09.2021,6000,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-09-30,3,2021
Офіс,"вул. В. Липківського, буд. 57, м. Липовець, Вінницький р-н, Вінницька обл.",20.0,,01.05.2021,,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-09-30,3,2021
Офіс,"м. Суми вул. Воскресенська, буд. 7",139.8,,01.08.2020,,внесок,,,Фізична особа,ЗА МАЙБУТНЄ,2021-09-30,3,2021
Офіс,"м. Одеса, вул. Велика Арнаутська, буд. 31, кв. 2А",39.6,,01.07.2021,285000,Суборенда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-09-30,3,2021
Офіс,"Волинська обл., м. Луцьк, вул. Електроапаратна, буд. 3",6.2,*,01.01.2021,4278.92,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-09-30,3,2021
Офіс,"м. Київ, вул. Ірининська, буд. 5/24 (2-й поверх)",682.56,,12.06.2020,0,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-09-30,3,2021
Офіс,"м. Київ, вул. Ірининська, буд. 5/24 (3-й поверх)",394.4,,15.09.2020,0,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-09-30,3,2021
Складське приміщення,"м. Київ, вул. Ушинського, буд. 40",55.0,,01.11.2020,0,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-09-30,3,2021
Нежитлова будівля,"Хмельницька обл., м. Хмельницький, вул. Соборна, буд. 34",94.11,,25.08.2020,86584162,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-06-30,2,2021
Офіс,"м. Рівне, вул. Соборна, буд. 67",70.0,,01.01.2021,,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-06-30,2,2021
Офіс,"Миколаївська обл., м. Миколаїв, вул. Сінна буд. 42",87.9,,10.02.2021,2000000,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-06-30,2,2021
Офіс,"Кіровоградська обл., м. Кропивницький, вул. Верхня Биковська, буд. 56",50.0,,01.08.2020,,Безоплатне користування,,,Фізична особа,ЗА МАЙБУТНЄ,2021-06-30,2,2021
Строкове безоплатне користування офісного приміщення,"м. Запоріжжя, вул. Космічна, буд. 119, оф. 54",9.9,,01.08.2020,0,Строкове безоплатне користування ,,,Юридична особа,ЗА МАЙБУТНЄ,2021-06-30,2,2021
Офіс,"м. Харків, вул. Мироносицька, буд. 17",63.0,,01.01.2021,0,Договір оренди від 01.12.2020р.,,,Фізична особа,ЗА МАЙБУТНЄ,2021-06-30,2,2021
Квартира,"Львівська обл., м. Львів, вул. Дорошенка б. 32, кв. 4",60.6,,09.12.2020,1400000,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-06-30,2,2021
Офіс,м. Тернопіль вул. Б. Хмельницького 11А,232.9,,01.01.2021,5000,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-06-30,2,2021
Офіс,"вул. В. Липківського, буд. 57, м. Липовець, Вінницький р-н, Вінницька обл.",20.0,,01.05.2021,,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-06-30,2,2021
Офіс,"м. Суми вул. Воскресенська, буд. 7",139.8,,01.08.2020,0,внесок,,,Фізична особа,ЗА МАЙБУТНЄ,2021-06-30,2,2021
Офіс,"Волинська обл., м. Луцьк, вул. Електроапаратна, буд. 3",6.2,*,01.01.2021,4278.92,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-06-30,2,2021
Офіс,"м. Київ, вул. Ірининська, буд. 5/24 (2-й поверх)",682.56,,12.06.2020,,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-06-30,2,2021
Офіс,"м. Київ, вул. Ірининська, буд. 5/24 (3-й поверх)",394.4,,15.09.2020,,Оренда,,,Фізична особа,ЗА МАЙБУТНЄ,2021-06-30,2,2021
Складське приміщення,"м. Київ, вул. Ушинського, буд. 40",55.0,,01.11.2020,,Оренда,,,Юридична особа,ЗА МАЙБУТНЄ,2021-06-30,2,2021
