Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
Об’єднання «САМОПОМІЧ»,Андрушівська районна організація Політичної партії «Об’єднання «САМОПОМІЧ»,Житомирська область,39932916,"13401, Житомирська обл., Андрушівський район, місто Андрушівка, вул. ЗАЗУЛІНСЬКОГО, буд. 10, кв. 23"," Житомирська обл., м.Андрушівка, вул. Людмили Волошки, 17",рахунок відсутній
Об’єднання «САМОПОМІЧ»,Баранівська районна організація Політичної партії «Об’єднання «САМОПОМІЧ»,Житомирська область,39915995,"12700, Житомирська обл., Баранівський район, місто Баранівка, вул. СОБОРНА, буд. 5, кімн. 15",," ПАТ КБ ""ПриватБанк"" (ЄДРПОУ 14360570,
МФО 311744), р/р № UA713117440000026003055805103"
Об’єднання «САМОПОМІЧ»,Барська районна організація Політичної партії «Об’єднання «САМОПОМІЧ»,Вінницька область,39919455,"23000, Вінницька обл., Барський район, м. Бар, вул. Героїв Майдану, 6",,"  АТ ""Ощадбанку"" (ЄДРПОУ 09302607, МФО 302076) р/р  №UA453020760000026000171311565"
Об’єднання «САМОПОМІЧ»,Бердичівська міська організація Політичної партії «Об’єднання «САМОПОМІЧ»,Житомирська область,40012509,"13300, Житомирська обл., місто Бердичів, вул. ЄВРОПЕЙСЬКА, буд. 26",," ПАТ Ощадбанк,  п/р №UA243116470000026008301906419, ЄДРПОУ 09311380, МФО 311647 - закрито 16.06.20р."
Об’єднання «САМОПОМІЧ»,Бердичівська районна організація Політичної партії «Об’єднання «САМОПОМІЧ»,Житомирська область,39915010,"13300, Житомирська обл., м. Бердичів, вул. ШЕЛУШКОВА, буд. 23","13300, Житомирська обл., м. Бердичів, вул. Житомирська, буд. 76",рахунок відсутній
Об’єднання «САМОПОМІЧ»,Вінницька міська організація Політичної партії «Об’єднання «САМОПОМІЧ»,Вінницька область,39916686,"21050,Вінницька обл., місто Вінниця, вул. Архітектора Артинова, 16",," ПАТ КБ ""Приватбанк"" (ЄДРПОУ 14360570,  МФО 302689)   р/р №UA363026890000026001055325259
ПАТ АБ ""Укргазбанк""  ЄДРПОУ 23697280, МФО 320478
р/р UA613204780000026009924419253"
Об’єднання «САМОПОМІЧ»,Вінницька обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,Вінницька область,39983473,"21050, Вінницька обл., місто Вінниця, вул. Архітектора Артинова, 16","21050, Вінницька обл., місто Вінниця, вул. Айвазовського,28"," АТ КБ  «Приватбанк», МФО 302689,ЄДРПОУ 14360570 Р/р № UA323026890000026007055327455"
Об’єднання «САМОПОМІЧ»,Волинська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,Волинська область,39923587,"43025, Волинська обл., місто Луцьк, вул. Паркова, буд.5","Волинська обл.., Рожищенський р-н, м. Рожище, 8-гоберезня, буд. 2","АТ Комерційний банк “Приватбанк”, ЄДРПОУ 14360570, МФО 303440, №UA803034400000026002055509934 -поточний,  депозитний рахунок №UA593034400000026108055501955 - закрито 02.04.2020р.; ПАТ АБ ”УКРГАЗБАНК”, МФО 320478, ЄДРПОУ 23697280, п/р №UA2632047800000260009244191222"
Об’єднання «САМОПОМІЧ»,Гайсинська районна організація Політичної партії «Об’єднання «САМОПОМІЧ»,Вінницька область,39927487,"23700, Вінницька обл., Гайсинський район, місто Гайсин, ПІВНІЧНА, буд. 14",,"  ПАТ АБ ""Укргазбанк"" ( МФО 320478, ЄДРПОУ 23697280), р/р №  UA823204780000000026003288682"
Об’єднання «САМОПОМІЧ»,Глухівська міська організація Політичної партії «Об’єднання «САМОПОМІЧ»,Сумська область,39957768,"41400, Сумська обл., місто Глухів, провулок Вознесенський, буд. 18",,рахунок відсутній
Об’єднання «САМОПОМІЧ»,Горішньоплавнівська міська організація Політичної партії «Об’єднання «САМОПОМІЧ»,Полтавська область,39957113,"39800, Полтавська обл., місто Горішні Плавні, вул. ДОБРОВОЛЬСЬКОГО, буд. 47","36000, Полтавська обл., місто Полтава, вул. 1-а Черепична, 12а",рахунок відсутній
Об’єднання «САМОПОМІЧ»,Дніпровська міська організація Політичної партії «Об’єднання «САМОПОМІЧ»,Дніпропетровська область,39959985,"Дніпропетровська обл., місто Дніпро, вул. Старокозацька, буд. 62, 49000","м. Дніпро, пр. Богдана Хмельницького, 108","ПАТ АБ ""Укргазбанк"" МФО 320478, р/р. №UA273204780000026003924419196"
Об’єднання «САМОПОМІЧ»,Дніпропетровська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,Дніпропетровська область,39957684,"49000, Дніпропетровська область, місто Дніпро, вул.Старокозацька, буд. 62, оф. 17","Дніпропетровська обл., м. Дніпро, пр. Богдана Хмельницького, 108","
ПАТ АБ ""Укргазбанк"" МФО 320478 р/р. №UA693204780000026001924419381"
Об’єднання «САМОПОМІЧ»,Донецька обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,Донецька область,42479452,"Донецька обл., м. Слов'янськ, вул. Мартиненка, буд. 73 б",,"ПАТ КБ ""ПРИВАТБАНК"" ЄДРПОУ 14360570, МФО 335548, р/р  №UA373355480000026004053619026"
Об’єднання «САМОПОМІЧ»,Житомирська міська організація Політичної партії «Об’єднання «САМОПОМІЧ»,Житомирська область,39847464,"10001, Житомирська обл., місто Житомир, вул. ВАТУТІНА, буд. 184, офіс 313","10014, Житомирська обл., місто Житомир, вул. В. Бердичівська, буд. 116, кв. 6","ПАТ АБ ""Укргазбанк"", ЄДРПОУ 23697280, МФО 320478 п/р №UA423204780000026006924419115  АТ ""Ощадбанк"" МФО 311647 ЄДРПОУ 09311380 п/рUA353116470000026001300961388 - закрито 07.08.20р.    "
Об’єднання «САМОПОМІЧ»,Житомирська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,Житомирська область,39964204,"10014, місто Житомир, вул. Кафедральна, буд. 8, офіс 304","Житомирська обл., м. Житомир, вул. В. Бердичівська, буд. 116, кв. 6","ПАТ АБ ""Укргазбанк"", ЄДРПОУ 23697280, МФО 320478, р.р. №UA673204780000026009924419048, АТ ""Ощадбанк"" МФО 311647, ЄДРПОУ 09311380, р/р UA543116470000026007300964334"
Об’єднання «САМОПОМІЧ»,Житомирська районна організація Політичної партії «Об’єднання «САМОПОМІЧ»,Житомирська область,39931252,"10014, Житомирська обл., м. Житомир, вул. ВЕЛИКА БЕРДИЧІВСЬКА, буд. 9"," Житомирська обл., м. Житомир, вул. В. Бердичівська, буд. 116, кв. 6",рахунок відсутній
