Вид нематеріального активу,Назва нематеріального активу,Місцезнаходження обʼєкта,Дата придбання,Вартість придбання,Наявність обтяжень,Дата відчуження,Вартість відчуження майна,Сума доходу (грн),Балансова вартість на кінець звітного періоду (грн),Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Емблема Політичної партії «Народний Фронт»,Україна,2014-11-17,,обтяження відсутнє,,,,"3958,29",Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Прапор Політичної партії «Народний Фронт»,Україна,2014-11-17,,обтяження відсутнє,,,,"3958,29",Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Девіз Політичної партії «Народний Фронт»,Україна,2014-11-17,,обтяження відсутнє,,,,"3958,29",Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Права на видавництво газети «НАРОДНИЙ ФРОНТ»,Україна,2014-09-15,,обтяження відсутнє,,,,"3874,36",Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Аудіовізуальний твір -відеоролик ""НАРОДНИЙ ФРОНТ""",Україна,2016-12-23,90000,обтяження відсутнє,,,,90000,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Аудіоролик ""НАРОДНИЙ ФРОНТ""",Україна,2016-12-23,10000,обтяження відсутнє,,,,10000,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Комп'ютерна програма ""1С:Підприємство 8.3""",Україна,2016-12-26,8892,обтяження відсутнє,,,,8892,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Антивірусна програма ESET Endpoint Antivirus,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Антивірусна програма ESET Endpoint Antivirus_1,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Антивірусна програма ESET Endpoint Antivirus_2,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Антивірусна програма ESET Endpoint Antivirus_3,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Антивірусна програма ESET Endpoint Antivirus_4,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Антивірусна програма ESET Endpoint Antivirus_5,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Антивірусна програма ESET Endpoint Antivirus_6,Україна,2016-12-21,345,обтяження відсутнє,,,,345,Народний фронт,Центральний офіс,39181335,Україна,5,2016
