Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ЗА ЖИТТЯ!,Київська обласна організація,Київська область,34001929,"вул. Мечникова, буд. 14/1, каб. 308, м. Київ, 01133","вул. Мечникова, буд. 14/1, каб. 316, м. Київ, 01133",
ЗА ЖИТТЯ!,Київська міська організація,Київ,40398712,"вул. Мечникова, буд. 14/1, м. Київ, 01133","вул. Мечникова, буд. 14/1, каб. 316, м. Київ, 01133",
ЗА ЖИТТЯ!,Запорізька обласна організація,Запорізька область,39400010,"вул. Перемоги, буд. 75, офіс 68, м. Запоріжжя, 69005","вул. Перемоги, буд. 75, офіс 68, м. Запоріжжя, 69005",
ЗА ЖИТТЯ!,Сумська обласна організація,Сумська область,40899474,"вул. Кооперативна, буд. 19, офіс. 411, м. Суми, 40000","вул. Кооперативна, буд. 19, офіс. 411, м. Суми, 40000",
ЗА ЖИТТЯ!,Одеська обласна організація,Одеська область,34055433,"вул. Жуковського, буд. 43, м. Одеса, Одеська обл., 65045","вул. Жуковського, буд. 43, прим. 502 м. Одеса, Одеська обл., 65045","Публічне акціонерне товариство ""Банк Восток"", МФО 307123, рахунок № 26001010511596"
ЗА ЖИТТЯ!,Миколаївська обласна організація,Миколаївська область,36579383,"вул. Нікольська, буд. 25, м. Миколаїв, Миколаївська обл., 54030","вул. Нікольська, буд. 34, кв. 2, м. Миколаїв, Миколаївська обл., 54030",
ЗА ЖИТТЯ!,Миколаївська міська організація,Миколаївська область,37278736,"вул. Нікольська, буд. 25, м. Миколаїв, Миколаївська обл., 54030","вул. Нікольська, буд. 25, оф. 313, м. Миколаїв, Миколаївська обл., 54030",
ЗА ЖИТТЯ!,Харківська обласна організація,Харківська область,33900035,"вул. Клочківська, буд. 99-А, м. Харків, 61058","вул. Клочківська, буд. 99-А, каб 407, м. Харків, 61058","Публічне акціонерне товариство Комерційний банк ""Приватбанк"" (код ЄДРПОУ 14360570, МФО 351533), поточний рахунок № 26002052231985; рахунок для соціальних виплат №26047052204052; картковий рахунок №26059052213989"
ЗА ЖИТТЯ!,Чернігівська обласна організація,Чернігівська область,40956783,"вул. Міхнюка, буд. 41-А, корп. 2, кв. 2, м. Чернігів, Чернігівська обл., 14013","вул. 77 Гвардійсбької дивізії, буд. 8, м. Чернігів, Чернігівська обл., 14000",
ЗА ЖИТТЯ!,Вінницька обласна організація,Вінницька область,41278737,"вул. Пушкіна, буд. 4, офіс 2, м. Вінниця, Вінницька обл., 21050","вул. Пушкіна, буд. 4, офіс 2, м. Вінниця, Вінницька обл., 21050","ПАТ КБ ""ПРИВАТБАНК"" (ЄДРПОУ 14360570, код банку 302689), рахунок №26008055328839"
