Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ВІЛЬНІ ТА ВІРНІ,УМАНСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РЕАБІЛІТАЦІЇ НАРОДУ УКРАЇНИ,Черкаська область,33954211,"Черкаська обл., Уманський р-н, вул. Тищика, буд. 13","Черкаська обл., Уманський р-н, вул. Тищика, буд. 13",
ВІЛЬНІ ТА ВІРНІ,ЄНАКІЄВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПАРТІЇ-РЕАБІЛІТАЦІЇ-ТЯЖКОХВОРИХ УКРАЇНИ,Донецька область,26153965,"Донецька обл., Горлівський р-н, просп. Берегового, буд. 6","Донецька обл., Горлівський р-н, просп. Берегового, буд. 6",
ВІЛЬНІ ТА ВІРНІ,ЗАПОРІЗЬКА МІСЬКА ОРГАНІЗАЦІЯ ПАРТІЇ РЕАБІЛІТАЦІЇ ТЯЖКОХВОРИХ УКРАЇНИ,Запорізька область,26373840,"Запорізька обл., м. Запоріжжя, вул. Новгородська, буд. 13","Запорізька обл., м. Запоріжжя, вул. Новгородська, буд. 13",
ВІЛЬНІ ТА ВІРНІ,ЯСИНУВАТСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПАРТІЇ РЕАБІЛІТАЦІЇ НАРОДУ УКРАЇНИ,Донецька область,26154930,"Донецька обл., Донецький р-н, ""Зорька"" мікрорайон, 11","Донецька обл., Донецький р-н, ""Зорька"" мікрорайон, 11",
ВІЛЬНІ ТА ВІРНІ,ЧЕРКАСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПАРТІЇ РЕАБІЛІТАЦІЇ НАРОДУ УКРАЇНИ,Черкаська область,25673757,"Черкаська обл., м. Черкаси, вул. Верхня Горова, буд. 29","Черкаська обл., м. Черкаси, вул. Верхня Горова, буд. 29",
ВІЛЬНІ ТА ВІРНІ,СОСНІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПАРТІЇ РЕАБІЛІТАЦІЇ ТЯЖКОХВОРИХ УКРАЇНИ В М.ЧЕРКАСИ,Черкаська область,26096486,"Черкаська обл., м. Черкаси, бульв. Шевченка, буд. 200","Черкаська обл., м. Черкаси, бульв. Шевченка, буд. 200",
ВІЛЬНІ ТА ВІРНІ,ХМЕЛЬНИЦЬКА МІСЬКА ОРГАНІЗАЦІЯ ПАРТІЇ РЕАБІЛІТАЦІЇ НАРОДУ УКРАЇНИ,Хмельницька область,25940365,"Хмельницька обл., Хмельницький р-н, вул. Спортивна, буд. 42","Хмельницька обл., Хмельницький р-н, вул. Спортивна, буд. 42",
ВІЛЬНІ ТА ВІРНІ,СМІЛЯНСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПАРТІЇ РЕАБІЛІТАЦІЇ НАРОДУ УКРАЇНИ,Черкаська область,26042616,"Черкаська обл., Черкаський р-н, вул. Кармелюка, буд. 80","Черкаська обл., Черкаський р-н, вул. Кармелюка, буд. 80",
ВІЛЬНІ ТА ВІРНІ,ЖИТОМИРСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПАРТІЇ РЕАБІЛІТАЦІЇ НАРОДУ УКРАЇНИ,Житомирська область,33686688,"Житомирська обл., м. Житомир, вул. Небесної Сотні, буд. 16","Житомирська обл., м. Житомир, вул. Небесної Сотні, буд. 16",
ВІЛЬНІ ТА ВІРНІ,СМІЛЯНСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПАРТІЇ РЕАБІЛІТАЦІЇ НАРОДУ УКРАЇНИ,Черкаська область,26095890,"Черкаська обл., Черкаський р-н, вул. Кармелюка, буд. 78","Черкаська обл., Черкаський р-н, вул. Кармелюка, буд. 78",
ВІЛЬНІ ТА ВІРНІ,ТАЛЬНІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПАРТІЇ РЕАБІЛІТАЦІЇ НАРОДУ УКРАЇНИ,Черкаська область,26042958,"Черкаська обл., Звенигородський р-н, пров. Гагаріна, буд. 115А","Черкаська обл., Звенигородський р-н, пров. Гагаріна, буд. 115А",
ВІЛЬНІ ТА ВІРНІ,КОСТЯНТИНІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПАРТІЇ РЕАБІЛІТАЦІЇ ТЯЖКОХВОРИХ УКРАЇНИ,Донецька область,26041479,"Донецька обл., Краматорський р-н, просп. Ломоносова, буд. 119","Донецька обл., Краматорський р-н, просп. Ломоносова, буд. 119",
