Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,ВІННИЦЬКА РЕГІОНАЛЬНА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Вінницька область,23110346,"Вінницька обл., м. Вінниця, пров. Костецького Ігоря 1-й, буд. 3","Вінницька обл., м. Вінниця, пров. Костецького Ігоря 1-й, буд. 3",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,МОГИЛІВ-ПОДІЛЬСЬКА РАЙОННА ПАРТІЙНА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Вінницька область,37220031,"Вінницька обл., м. Могилів-Подільський, вул. Ринкова, буд. 56","Вінницька обл., м. Могилів-Подільський, вул. Ринкова, буд. 56",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,МОГИЛІВ-ПОДІЛЬСЬКА МІСЬКА ПАРТІЙНА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Вінницька область,37220052,"Вінницька обл., м. Могилів-Подільський, вул. Ринкова, буд. 56","Вінницька обл., м. Могилів-Подільський, вул. Ринкова, буд. 56",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,СТАРОВИЖИВСЬКА РАЙОННА ОРГАНІЗАЦІЯ ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Волинська область,37120773,"Волинська обл., Старовижівський р-н, вул. Ватутіна, буд. 13","Волинська обл., Старовижівський р-н, вул. Ватутіна, буд. 13",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,ДНІПРОПЕТРОВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Дніпропетровська область,34229005,"Дніпропетровська обл., м. Дніпро, вул. Мудрого Ярослава князя, буд. 68","Дніпропетровська обл., м. Дніпро, вул. Мудрого Ярослава князя, буд. 68",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,ПʼЯТИХАТСЬКА РАЙОННА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ,Дніпропетровська область,34149449,"Дніпропетровська обл., Пʼятихатський р-н, вул. Мічуріна, буд. 2","Дніпропетровська обл., Пʼятихатський р-н, вул. Мічуріна, буд. 2",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,ЖОВТОВОДСЬКА МІСЬКА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Дніпропетровська область,24989568,"Дніпропетровська обл., м. Жовті Води, бульв. Свободи, буд. 45","Дніпропетровська обл., м. Жовті Води, бульв. Свободи, буд. 45",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,ДНІПРОПЕТРОВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Дніпропетровська область,34228970,"Дніпропетровська обл., м. Дніпро, вул. Мудрого Ярослава князя, буд. 68","Дніпропетровська обл., м. Дніпро, вул. Мудрого Ярослава князя, буд. 68",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,СОЛОНЯНСЬКА РАЙОННА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ,Дніпропетровська область,33811569,"Дніпропетровська обл., Солонянський р-н, вул. Усенка, буд. 1","Дніпропетровська обл., Солонянський р-н, вул. Усенка, буд. 1",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,КРАСНОАРМІЙСЬКА МІСЬКА РЕГІОНАЛЬНА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Донецька область,24647841,"Донецька обл., м. Покровськ, пл. Шибанкова, 1","Донецька обл., м. Покровськ, пл. Шибанкова, 1",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,СЕЛИДІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Донецька область,22026684,"Донецька обл., м. Селидове, вул. Перемоги, буд. 0","Донецька обл., м. Селидове, вул. Перемоги, буд. 0",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,ДРУЖКІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Донецька область,24320005,"Донецька обл., м. Дружківка, вул. Паризької Комуни, буд. 77","Донецька обл., м. Дружківка, вул. Паризької Комуни, буд. 77",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,МІСЬКА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Донецька область,25113461,"Донецька обл., м. Торецьк, вул. Маяковського, буд. 37","Донецька обл., м. Торецьк, вул. Маяковського, буд. 37",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,ПЕТРОВСЬКА РАЙОННА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Донецька область,20374406,"Донецька обл., м. Донецьк, вул. Архітекторів, буд. 2","Донецька обл., м. Донецьк, вул. Архітекторів, буд. 2",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,АВДІЇВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Донецька область,23349521,"Донецька обл., м. Авдіївка, вул. Абрикосова, буд. 1","Донецька обл., м. Авдіївка, вул. Абрикосова, буд. 1",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,ДОБРОПІЛЬСЬКА МІСЬКА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Донецька область,24458502,"Донецька обл., м. Добропілля, вул. Східна, буд. 1","Донецька обл., м. Добропілля, вул. Східна, буд. 1",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,СЛОВʼЯНСЬКА МІСЬКА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Донецька область,23125158,"Донецька обл., м. Словʼянськ, пров. Данила Галицького, буд. 26","Донецька обл., м. Словʼянськ, пров. Данила Галицького, буд. 26",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,КРАМАТОРСЬКА МІСЬКА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Донецька область,24167791,"Донецька обл., м. Краматорськ, вул. Ярослава Мудрого, буд. 0","Донецька обл., м. Краматорськ, вул. Ярослава Мудрого, буд. 0",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,ІЛЛІЧІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Донецька область,23772018,"Донецька обл., м. Маріуполь, вул. Азовстальська, буд. 7","Донецька обл., м. Маріуполь, вул. Азовстальська, буд. 7",
ЛІБЕРАЛЬНА ПАРТІЯ УКРАЇНИ,ОРДЖОНІКІДЗЕВСЬКА РАЙОННА ОРГАНІЗАЦІЯ ЛІБЕРАЛЬНОЇ ПАРТІЇ УКРАЇНИ,Донецька область,23772001,"Донецька обл., м. Маріуполь, вул. Азовстальська, буд. 13","Донецька обл., м. Маріуполь, вул. Азовстальська, буд. 13",
