Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ЗА МАЙБУТНЄ,ЛЬВІВСЬКА ОБЛАСНА організація,Львівська область,36659966,"Львівська обл., м. Львів, вул. Коломийська, буд. 10","Львівська обл., м. Львів, вул. Коломийська, буд. 10","АТ КБ ""ПриватБанк"", ЄДРПОУ: 14360570, р/р № UA113052990000026003031009058; АТ КБ ""ПриватБанк"", ЄДРПОУ: 14360570, р/р № UA353052990000026046001001087"
ЗА МАЙБУТНЄ,ЗАПОРІЗЬКА ОБЛАСНА організація,Запорізька область,37020829,"Запорізька обл., м. Запоріжжя, вул. Космічна, буд. 119","Запорізька обл., м. Запоріжжя, вул. Космічна, буд. 119","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA593133990000026000060757363"
ЗА МАЙБУТНЄ,ВІННИЦЬКА ОБЛАСНА організація,Вінницька область,36474205,"Вінницька обл., м. Хмільник, вул. Столярчука, буд. 10","Вінницька обл., м. Хмільник, вул. Столярчука, буд. 10","АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA693052990000026001026101725"
ЗА МАЙБУТНЄ,КРЕМЕНЧУЦЬКА МІСЬКА організація,Полтавська область,43754146,"Полтавська обл., м. Кременчук, 278 квартал, 22А","Полтавська обл., м. Кременчук, 278 квартал, 22А",
ЗА МАЙБУТНЄ,ПОЛТАВСЬКА ОБЛАСНА організація,Полтавська область,36454702,"Полтавська обл., м. Кременчук, вул. Переяславська, буд. 55А","Полтавська обл., м. Кременчук, вул. Переяславська, буд. 55А","відділення №2 Акціонерне товариство ""Перший Український Міжнародний банк"" в м.Кременчук, ЄДРПОУ: 14282829, р/р № UA483348510000000026007125937; ТВБВ№10016/0200 філія Полтавського обласного управління АТ ""Ощадбанк"", ЄДРПОУ: 09331508, р/р № UA613314670000026006300722362"
ЗА МАЙБУТНЄ,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА організація,Івано-франківська область,36732616,"Івано-франківська обл., м. Івано-Франківськ, вул. Грушевського, буд. 13","Івано-франківська обл., м. Івано-Франківськ, вул. Грушевського, буд. 13","АТ КБ ""ПРИВАТ БАНК"", ЄДРПОУ: 14360570, р/р № UA193052990000026008005503176"
ЗА МАЙБУТНЄ,ЧЕРКАСЬКА ОБЛАСНА організація,Черкаська область,37551945,"Черкаська обл., м. Черкаси, вул. Грушевського Михайла, буд. 73","Черкаська обл., м. Черкаси, вул. Грушевського Михайла, буд. 73","АКЦІОНЕРНЕ ТОВАРИСТВО ""ПЕРШИЙ УКРАЇНСЬКИЙ МІЖНАРОДНИЙ БАНК"", ЄДРПОУ: 14282829, р/р № UA603348510000000026000126201"
ЗА МАЙБУТНЄ,ХЕРСОНСЬКА ОБЛАСНА організація,Херсонська область,37631480,"Херсонська обл., м. Херсон, вул. Торгова, буд. 37","Херсонська обл., м. Херсон, вул. Торгова, буд. 37","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14367057, р/р № UA863052990000026003031103738"
ЗА МАЙБУТНЄ,ХАРКІВСЬКА ОБЛАСНА організація,Харківська область,36818462,"Харківська обл., Харківський р-н, вул. Соборна, буд. 44","Харківська обл., Харківський р-н, вул. Соборна, буд. 44","ПАТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA673515330000026005052167090"
ЗА МАЙБУТНЄ,ОДЕСЬКА ОБЛАСНА організація,Одеська область,36612687,"Одеська обл., м. Одеса, вул. Велика Арнаутська, буд. 31","Одеська обл., м. Одеса, вул. Велика Арнаутська, буд. 31","АТ «ОЩАДБАНК», ЄДРПОУ: 09328601, р/р № UA313288450000026001300676660"
ЗА МАЙБУТНЄ,МИКОЛАЇВСЬКА ОБЛАСНА організація,Миколаївська область,37518211,"Миколаївська обл., м. Миколаїв, просп. Центральний, буд. 93Д","Миколаївська обл., м. Миколаїв, просп. Центральний, буд. 93Д","Миколаївське РУ АТ КБ Приватбанк у м.Миколаїв, ЄДРПОУ: 14360570, р/р № UA943052990000026005041710670"
ЗА МАЙБУТНЄ,ЛУГАНСЬКА ОБЛАСНА організація,Луганська область,37523111,"Луганська обл., м. Рубіжне, вул. Мєндєлєєва, буд. 29","Луганська обл., м. Рубіжне, вул. Мєндєлєєва, буд. 29",
ЗА МАЙБУТНЄ,КІРОВОГРАДСЬКА ОБЛАСНА організація,Кіровоградська область,37529862,"Кіровоградська обл., м. Кропивницький, вул. Верхня Биковська, буд. 56","Кіровоградська обл., м. Кропивницький, вул. Верхня Биковська, буд. 56","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA053052990000026008035102202"
ЗА МАЙБУТНЄ,КИЇВСЬКА МІСЬКА організація,київ,36757337,"м.. київ, Печерський, вул. Лютеранська, буд. 16","м.. київ, Печерський, вул. Лютеранська, буд. 16","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA233052990000026004045005520"
ЗА МАЙБУТНЄ,ДНІПРОПЕТРОВСЬКА ОБЛАСНА організація,Дніпропетровська область,36639798,"Дніпропетровська обл., м. Дніпро, вул. Титова, буд. 13","Дніпропетровська обл., м. Дніпро, вул. Титова, буд. 13","АКЦIОНЕРНЕ ТОВАРИСТВО ""ПЕРШИЙ УКРАЇНСЬКИЙ МIЖНАРОДНИЙ БАНК"" МФО 334851, ЄДРПОУ: 14282829, р/р № UA793348510000000026005125627 "
ЗА МАЙБУТНЄ,КИЇВСЬКА ОБЛАСНА організація,Київська область,35089318,"Київська обл., м. Васильків, вул. Волошкова, буд. 21","Київська обл., м. Васильків, вул. Волошкова, буд. 21","АТ ""БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ"", ЄДРПОУ: 33695095, р/р № UA623802810000026003024429001"
ЗА МАЙБУТНЄ,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,Тернопільська область,36721143,"Тернопільська обл., м. Тернопіль, вул. Медова, буд. 12","Тернопільська обл., м. Тернопіль, вул. Медова, буд. 12","АТ КБ Приватбанк, ЄДРПОУ: 14360570, р/р № UA053052990000026007043304071"
ЗА МАЙБУТНЄ,ЖИТОМИРСЬКА ОБЛАСНА організація,Житомирська область,36681991,"Житомирська обл., м. Житомир, вул. Мала Бердичівська, буд. 16А","Житомирська обл., м. Житомир, вул. Мала Бердичівська, буд. 16А","АТ ""УКРЕКСІМБАНК"", ЄДРПОУ: 00032112, р/р № UA933223130000026005000045227"
