Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ПОБРАТИМИ УКРАЇНИ,Івано-Франківська обласна організація,Івано-франківська область,39953103,"Івано-франківська обл., Калуський р-н, вул. Сівецька, буд. 4","Івано-франківська обл., Калуський р-н, вул. Сівецька, буд. 4",
ПОБРАТИМИ УКРАЇНИ,Львівська обласна організація,київ,41035422,"м.. київ, Подільський, вул. Ярославська, буд. 32","м.. київ, Подільський, вул. Ярославська, буд. 32",
ПОБРАТИМИ УКРАЇНИ,Київська обласна організація,київ,36383108,"м.. київ, Подільський, вул. Ярославська, буд. 32","м.. київ, Подільський, вул. Ярославська, буд. 32",
ПОБРАТИМИ УКРАЇНИ,Тернопільська обласна організація,Тернопільська область,36829961,"Тернопільська обл., Тернопільський р-н, вул. Львівська, буд. 4","Тернопільська обл., Тернопільський р-н, вул. Львівська, буд. 4",
ПОБРАТИМИ УКРАЇНИ,Київська міська територіальна організація,київ,38213025,"м.. київ, Подільський, вул. Ярославська, буд. 32","м.. київ, Подільський, вул. Ярославська, буд. 32",
ПОБРАТИМИ УКРАЇНИ,Донецька обласна організація,київ,36786180,"м.. київ, Подільський, вул. Ярославська, буд. 32","м.. київ, Подільський, вул. Ярославська, буд. 32",
ПОБРАТИМИ УКРАЇНИ,Харківська обласна організація,київ,36625104,"м.. київ, Подільський, вул. Ярославська, буд. 32","м.. київ, Подільський, вул. Ярославська, буд. 32",
ПОБРАТИМИ УКРАЇНИ,Чернівецька обласна організація,Чернівецька область,36697404,"Чернівецька обл., Чернівецький р-н, вул. Руська, буд. 1 А","Чернівецька обл., Чернівецький р-н, вул. Руська, буд. 1 А",
ПОБРАТИМИ УКРАЇНИ,Вінницька обласна організація,київ,36606159,"м.. київ, Подільський, вул. Ярославська, буд. 32","м.. київ, Подільський, вул. Ярославська, буд. 32",
ПОБРАТИМИ УКРАЇНИ,Центральний офіс,київ,36126512,"м.. київ, Подільський, вул. Ярославська, буд. 32","м.. київ, Подільський, вул. Ярославська, буд. 32",
