Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
НАЦІОНАЛЬНИЙ КОРПУС,Харківська обласна організація,Харківська область,41974426,"Харківська обл., м. Харків, вул. Павлова Академіка, буд. 311","Харківська обл., м. Харків, вул. Павлова Академіка, буд. 311","ПАТ КБ Приватбанк, ЄДРПОУ: 14360570, р/р № UA913515330000026002052101576"
НАЦІОНАЛЬНИЙ КОРПУС,Черкаська обласна організація,Черкаська область,41746547,"Черкаська обл., м. Черкаси, вул. Гоголя, буд. 390","Черкаська обл., м. Черкаси, вул. Гоголя, буд. 390","ПАТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA283052990000026005041605934"
НАЦІОНАЛЬНИЙ КОРПУС,Чернігівська обласна організація,Чернігівська область,42037923,"Чернігівська обл., м. Чернігів, вул. Полуботка гетьмана, буд. 20/1","Чернігівська обл., м. Чернігів, вул. Полуботка гетьмана, буд. 20/1","ПАТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA793052990000026004006300736"
НАЦІОНАЛЬНИЙ КОРПУС,Чернівецька обласна організація,Чернівецька область,41855291,"Чернівецька обл., Чернівецький р-н, бульв. Героїв Крут, буд. 2","Чернівецька обл., Чернівецький р-н, бульв. Героїв Крут, буд. 2","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA063562820000026001051508404"
НАЦІОНАЛЬНИЙ КОРПУС,Херсонська обласна організація,Херсонська область,41934865,"Херсонська обл., м. Херсон, вул. Пилипа Орлика, буд. 15","Херсонська обл., м. Херсон, вул. Пилипа Орлика, буд. 15","ПАТ КБ Приватбанк, ЄДРПОУ: 14360570, р/р № UA523524790000026001052216598"
НАЦІОНАЛЬНИЙ КОРПУС,Дніпропетровська обласна організація,Дніпропетровська область,41969217,"Дніпропетровська обл., м. Дніпро, вул. Савкіна, буд. 6/4","Дніпропетровська обл., м. Дніпро, вул. Савкіна, буд. 6/4","АТ КБ "" Приватанк"", ЄДРПОУ: 14360570, р/р № UA143052990000026005050006386"
НАЦІОНАЛЬНИЙ КОРПУС,Донецька обласна організація,Донецька область,41961616,"Донецька обл., Краматорський р-н, вул. Дружби, буд. 10","Донецька обл., Краматорський р-н, вул. Дружби, буд. 10","АТ КБ "" Приватбанк"", ЄДРПОУ: 14360570, р/р № UA763355480000026001053622403"
НАЦІОНАЛЬНИЙ КОРПУС,Івано-Франківська обласна організація,Івано-франківська область,41899805,"Івано-франківська обл., Івано-Франківський р-н, вул. Молодіжна, буд. 34","Івано-франківська обл., Івано-Франківський р-н, вул. Молодіжна, буд. 34","АТ КБ "" Приватбанк"", ЄДРПОУ: 14360570, р/р № UA193366770000026005052526721"
НАЦІОНАЛЬНИЙ КОРПУС,Кіровоградська обласна організація,Кіровоградська область,41910964,"Кіровоградська обл., Олександрійський р-н, вул. Першотравнева, буд. 25","Кіровоградська обл., Олександрійський р-н, вул. Першотравнева, буд. 25",
НАЦІОНАЛЬНИЙ КОРПУС,Київська обласна організація,Київська область,41744686,"Київська обл., Білоцерківський р-н, вул. Клінічна, буд. 6","Київська обл., Білоцерківський р-н, вул. Клінічна, буд. 6","ПАТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA323206490000026000052680114"
НАЦІОНАЛЬНИЙ КОРПУС,Львівська обласна організація,Львівська область,41719644,"Львівська обл., м. Львів, вул. Князя Романа, буд. 24","Львівська обл., м. Львів, вул. Князя Романа, буд. 24","АТ КБ "" Приватбанк"", ЄДРПОУ: 14360570, р/р № UA063052990000026004041012142"
НАЦІОНАЛЬНИЙ КОРПУС,Миколаївська обласна організація,Миколаївська область,41849890,"Миколаївська обл., м. Миколаїв, вул. Лягіна, буд. 4/9","Миколаївська обл., м. Миколаїв, вул. Лягіна, буд. 4/9",
НАЦІОНАЛЬНИЙ КОРПУС,Одеська обласна організація,Одеська область,41923408,"Одеська обл., м. Одеса, вул. Ріхтера Святослава, буд. 75А","Одеська обл., м. Одеса, вул. Ріхтера Святослава, буд. 75А","ПАТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA143287040000026009054204419"
НАЦІОНАЛЬНИЙ КОРПУС,Сумська обласна організація,Сумська область,41748319,"Сумська обл., м. Суми, вул. Петропавлівська, буд. 74","Сумська обл., м. Суми, вул. Петропавлівська, буд. 74","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA483375460000026001055026384"
НАЦІОНАЛЬНИЙ КОРПУС,Житомирська обласна організація,Житомирська область,41833896,"Житомирська обл., м. Житомир, вул. Перемоги, буд. 19","Житомирська обл., м. Житомир, вул. Перемоги, буд. 19","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA243052990000026002006407233"
НАЦІОНАЛЬНИЙ КОРПУС,Запорізька обласна організація,Запорізька область,41786580,"Запорізька обл., м. Запоріжжя, вул. Незалежної України, буд. 37","Запорізька обл., м. Запоріжжя, вул. Незалежної України, буд. 37","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA663133990000026006055727777"
НАЦІОНАЛЬНИЙ КОРПУС,Городнянська міська організація,Чернігівська область,41751295,"Чернігівська обл., м. Чернігів, вул. Полуботка гетьмана, буд. 20/1","Чернігівська обл., м. Чернігів, вул. Полуботка гетьмана, буд. 20/1",
НАЦІОНАЛЬНИЙ КОРПУС,Луганська обласна організація,Луганська область,41959303,"Луганська обл., Сєвєродонецький р-н, вул. Курчатова, буд. 42","Луганська обл., Сєвєродонецький р-н, вул. Курчатова, буд. 42",
НАЦІОНАЛЬНИЙ КОРПУС,Полтавська обласна організація,Полтавська область,41845317,"Полтавська обл., м. Полтава, вул. Кириченко Раїси, буд. 64","Полтавська обл., м. Полтава, вул. Кириченко Раїси, буд. 64",
НАЦІОНАЛЬНИЙ КОРПУС,Тернопільська обласна організація,Тернопільська область,41852479,"Тернопільська обл., Тернопільський р-н, вул. Грушевського м. ., буд. 23","Тернопільська обл., Тернопільський р-н, вул. Грушевського м. ., буд. 23",
НАЦІОНАЛЬНИЙ КОРПУС,Вінницька обласна організація,Вінницька область,41898843,"Вінницька обл., Вінницький р-н, вул. Андрія Первозванного, буд. 60","Вінницька обл., Вінницький р-н, вул. Андрія Первозванного, буд. 60",
НАЦІОНАЛЬНИЙ КОРПУС,Волинська обласна організація,Волинська область,41933992,"Волинська обл., Луцький р-н, вул. Декабристів, буд. 4","Волинська обл., Луцький р-н, вул. Декабристів, буд. 4",
НАЦІОНАЛЬНИЙ КОРПУС,Закарпатська обласна організація,Закарпатська область,42152414,"Закарпатська обл., Ужгородський р-н, вул. Собранецька, буд. 146А","Закарпатська обл., Ужгородський р-н, вул. Собранецька, буд. 146А",
НАЦІОНАЛЬНИЙ КОРПУС,Рівненська обласна організація,Рівненська область,41854413,"Рівненська обл., Рівненський р-н, вул. 16 Липня, буд. 10","Рівненська обл., Рівненський р-н, вул. 16 Липня, буд. 10","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA853333910000026009054732331"
НАЦІОНАЛЬНИЙ КОРПУС,Центральний офіс,київ,40214321,"м.. київ, Оболонський, вул. Гайдай Зої, буд. 8/9","м.. київ, Оболонський, вул. Гайдай Зої, буд. 8/9","АТ ""ОТП Банк"", ЄДРПОУ: 21685166, р/р № UA333005280000026009455029617"
