Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ПАРТІЯ ВІННИЧАН,Регіональна організація Політичної партії Європейська платформа в місті Києві,київ,35851650,"м.. київ, Печерський, вул. Басейна, буд. 5","м.. київ, Печерський, вул. Басейна, буд. 5",
ПАРТІЯ ВІННИЧАН,Рівненська міська партійна організація Політичної партії Європейська платформа,Рівненська область,34021238,"Рівненська обл., Рівненський р-н, вул. Богоявленська, буд. 2","Рівненська обл., Рівненський р-н, вул. Богоявленська, буд. 2",
ПАРТІЯ ВІННИЧАН,Київська обласна організація Політичної партії Європейська платформа,київ,36347393,"м.. київ, Деснянський, вул. Магнітогорська, буд. 1","м.. київ, Деснянський, вул. Магнітогорська, буд. 1",
ПАРТІЯ ВІННИЧАН,Волинська обласна організація Політичної партії Європейська платформа,Волинська область,33559893,"Волинська обл., Луцький р-н, вул. Сверстюка Євгена, буд. 1","Волинська обл., Луцький р-н, вул. Сверстюка Євгена, буд. 1",
ПАРТІЯ ВІННИЧАН,Рівненська обласна партійна організація Політичної партії Європейська платформа,Рівненська область,33616041,"Рівненська обл., Рівненський р-н, вул. Відінська, буд. 39","Рівненська обл., Рівненський р-н, вул. Відінська, буд. 39",
ПАРТІЯ ВІННИЧАН,Міська організація Політичної партії Європейська платформа в місті Запоріжжі,Запорізька область,34156042,"Запорізька обл., м. Запоріжжя, вул. Незалежної України, буд. 46","Запорізька обл., м. Запоріжжя, вул. Незалежної України, буд. 46",
ПАРТІЯ ВІННИЧАН,Закарпатська обласна організація Політичної партії Європейська платформа,Закарпатська область,36254976,"Закарпатська обл., Ужгородський р-н, вул. Ковача Вілмоша, буд. 13","Закарпатська обл., Ужгородський р-н, вул. Ковача Вілмоша, буд. 13",
ПАРТІЯ ВІННИЧАН,Чернівецька обласна організація Політичної партії Європейська платформа,Чернівецька область,36965954,"Чернівецька обл., Чернівецький р-н, вул. Сторожинецька, буд. 118","Чернівецька обл., Чернівецький р-н, вул. Сторожинецька, буд. 118",
ПАРТІЯ ВІННИЧАН,Запорізька обласна організація Політичної партії Європейська платформа,Запорізька область,33836143,"Запорізька обл., м. Запоріжжя, вул. Незалежної України, буд. 54","Запорізька обл., м. Запоріжжя, вул. Незалежної України, буд. 54",
ПАРТІЯ ВІННИЧАН,Сумська обласна організація Політичної партії Європейська платформа,Сумська область,34012789,"Сумська обл., м. Суми, вул. Покровська, буд. 7","Сумська обл., м. Суми, вул. Покровська, буд. 7",
ПАРТІЯ ВІННИЧАН,Херсонська обласна організація Політичної партії Європейська платформа,Херсонська область,33824541,"Херсонська обл., м. Херсон, вул. Чорноморська, буд. 6","Херсонська обл., м. Херсон, вул. Чорноморська, буд. 6",
ПАРТІЯ ВІННИЧАН,Вінницька регіональна організація політичної партії Партія Вінничан,Вінницька область,43773530,"Вінницька обл., Вінницький р-н, вул. Салтикова-Щедріна, буд. 60","Вінницька обл., Вінницький р-н, вул. Салтикова-Щедріна, буд. 60","Приватбанк, ЄДРПОУ: 14360570, р/р № UA863052990000026009006103336   "
ПАРТІЯ ВІННИЧАН,Центральний офіс,київ,33298125,"м.. київ, Печерський, вул. Бойчука Михайла, буд. 7","м.. київ, Печерський, вул. Бойчука Михайла, буд. 7",
