"Партія","Місцева організація","Географічний обʼєкт","Ідентифікаційний код юридичної особи за ЄДРПОУ","Місцезнаходження","Фактичне місцезнаходження","Реквізити банків, у яких відкрито рахунки"
"СИЛА ЛЮДЕЙ","Сумська обласна організація","Сумська область",40335165,"Сумська обл., Тростянецький р-н, м. Тростянець, вул. Благовіщенська буд. 58А",,"СФ КБ Приватбанк МФО 337546 р/рUA613375460000026009055020252"
"СИЛА ЛЮДЕЙ","Тростянецька районна організація","Сумська область",39713177,"Сумська обл., м. Тростянець, вул. Володимира Великого, буд. 35",,"ПАТ КБ ""Приватбанк"" МФО 337546, р/рUA17337546000026005055017106"
"СИЛА ЛЮДЕЙ","Вараська міська організація","Рівненська область",40220555,"Рівненська обл., м. Вараш, мікрорайон Вараш, буд. 45, корпус Б, кв. 59",,"Рівненська філія КБ ""Приватбанк"", МФО 333391,UA0833339126004054716233"
"СИЛА ЛЮДЕЙ","Запорізька міська організація","Запорізька область",40031212,"Запорізька обл., м. Запоріжжя, вул. Українська, буд. 43, кв. 61",,"ПАТ КБ «ПриватБанк», МФО 313399, п/р UA8731339926000055716739"
"СИЛА ЛЮДЕЙ","Криворізька міська організація","Дніпропетровська область",40009611,"Дніпропетровська обл., м. Кривий Ріг, вул. Паркова, буд. 5, приміщення 9",,"ПАТ КБ «ПриватБанк», МФО 305750, UA2630575026008053509413"
"СИЛА ЛЮДЕЙ","Київська міська організація","Київ",39989915,"Київ, вул. Контрактова площа, буд. 7",,"ПЕЧЕРСЬКА ФІЛІЯ ПАТ КБ “ПРИВАТБАНК”, МФО 300711, ЄДРПОУ 14360570, рах: № UA1330071126003052764578, UA2530071126000052604705, UA9730071126049052706794, UA2630071126051052603164"
"СИЛА ЛЮДЕЙ","Тернопільська міська організація","Тернопільська область",40053063,"Тернопілська обл., м. Тернопіль, бульв. Т. Шевченка 19",,"ПАТ КБ «ПриватБанк», МФО 338783, UA923387830000026005055131982"
"СИЛА ЛЮДЕЙ","Чортківська міська організація","Тернопільська область",39921438,"Тернопілська обл., м. Чортків, вул. Олеся Гончара 3А",,"ПАТ КБ ""ПриватБанк"" Р/рUA293387830000026001055129857"
"СИЛА ЛЮДЕЙ","Чортківська районна організація","Тернопільська область",39921464,"Тернопілська обл., Чортківський р-н, с. Біла, вул. Пліщука, буд. 27",,"ПАТ КБ ""Приватбанк"" Р/рUA423387830000026000055128008"
"СИЛА ЛЮДЕЙ","Бориспільська міська організація","Київська область",39993209,"Київська обл., м. Бориспіль, вул. Привокзальна, буд. 5, кв 42",,"ПАТ КБ «ПРИВАТБАНК» МФО 321842, Р/Р UA203218420000026005053145849"
"СИЛА ЛЮДЕЙ","Печерська районна у місті Києві організація","Київ",40578087,"Київ, вул. Кіквідзе, буд. 23, кв. 11",,"ПАТ КБ «Приватбанк», МФО 300711, Р/Р UA723007110000026005052614165"
"СИЛА ЛЮДЕЙ","Львівська обласна організація","Львівська область",39943818,"Львівська обл., м. Львів, вул. Карманського, буд. 6 Б, кв. 37",,
"СИЛА ЛЮДЕЙ","Білоцерківська міська організація","Київська область",39963846,"Київська обл., м. Біла Церква, вул. Гагаріна, буд. 5, оф. 22",,"Ф-я КБ «Приватбанк» Київське РУ, МФО 321842, р/р UA983218420000026004053136428"
"СИЛА ЛЮДЕЙ","Дніпровська районна у м. Києві організація","Київ",40418843,"Київ, вул. Бажова, буд. 3, кв. 53",,
"СИЛА ЛЮДЕЙ","Дніпровська міська організація","Дніпропетровська область",40749510,"Дніпропетровська обл., м. Дніпро, вул. Горяна, буд. 19",,
"СИЛА ЛЮДЕЙ","Дружківська міська організація","Донецька область",39912346,"Донецька обл., м. Дружківка, вул. Курська, буд. 16",,
"СИЛА ЛЮДЕЙ","Бучанська міська організація","Київська область",40010323,"Київська обл., м. Буча, вул. Жовтнева, буд. 17, оф. 7",,
"СИЛА ЛЮДЕЙ","Новокаховська міська організація","Херсонська область",39922929,"Херсонська обл., м. Нова Каховка, вул. Дзержинського, б. 15, кв. 75",,
"СИЛА ЛЮДЕЙ","Глухівська міська організація","Сумська область",40496853,"Сумська обл., м. Глухів, вул. Гришка, буд. 15",,"СФ КБ Приватбанк МФО 337546 р/рUA573375460000026000055022958"
"СИЛА ЛЮДЕЙ","Чернівецька обласна організація","Чернівецька область",40000954,"Чернівецька обл., м. Чернівці, вул. Руська, буд. 263А",,
"СИЛА ЛЮДЕЙ","Обухівська міська організація","Київська область",40053477,"Київська обл., м. Обухів, вул. Лукавиця, б. 362",,
"СИЛА ЛЮДЕЙ","Кіровоградська обласна організація","Кіровоградська область",40022674,"Кіровоградська обл., м. Олександрія, вул. Пролетарська, буд. 41, кв. 17",,"АТ КБ ""Приватбанк"" UA093235830000026004052938101"
"СИЛА ЛЮДЕЙ","Полтавська міська організація","Полтавська область",39978937,"Полтавська обл., м. Полтава, вул. Калініна, буд. 4, кв. 12",,
"СИЛА ЛЮДЕЙ","Бориспільська районна організація","Київська область",39993172,"Київська обл., м. Бориспіль, вул. Шевченка, буд. 5, кв. 8",,
"СИЛА ЛЮДЕЙ","Білгород-Дністровська міська організація","Одеська область",40045822,"Одеська обл., м. Білгород-Дністровський, вул. Енгельса, буд. 16, корпус А, оф. 1",,
"СИЛА ЛЮДЕЙ","Козятинська міська організація","Вінницька область",40158697,"Вінницька обл., м. Козятин вул. Піддубного буд. 1 корп. 43. кв. 18",,"АТ КБ ""Приватбанк"" UA663206490000026001052734467"
"СИЛА ЛЮДЕЙ","Мелітопольська міська організація","Запорізька область",41167943,"Запорізька обл., м. Мелітополь, просп. Богдана Хмельницького, буд. 29, оф. 3",,
